82-Pb-207(n,elastic) ENDF/B-VII.1
73016.8,34.13
73021.6,35.8222
73024.8,35.1075
73029.3,31.9881
73039.6,22.6576
73045.4,18.9237
73051.5,16.4051
73059.5,14.3687
73071.5,12.7645
73083.5,11.9495
73114.0,11.0981
73181.3,10.6457
73806.5,10.4506
80726.3,10.2553
81767.5,10.4458
81914.1,10.8693
81967.2,11.3936
82002.5,12.1725
82028.3,13.2634
82056.6,15.3921
82083.9,17.7876
82094.0,18.0709
82108.2,17.4935
82145.6,13.9805
82170.6,12.4792
82197.1,11.6125
82250.2,10.854
82374.1,10.3982
82591.4,10.2847
82829.0,10.5208
82881.9,10.9226
82912.9,11.6732
82930.3,12.7705
82940.0,14.006
82948.1,15.8441
82954.5,18.3914
82959.4,21.4451
82964.2,26.0371
82969.5,33.2087
82975.1,41.4964
82978.7,44.942
82980.8,45.4822
82984.6,43.4242
82989.2,37.254
82996.0,27.2542
83000.2,22.6653
83005.0,19.0253
83010.6,16.333
83017.1,14.4605
83025.2,13.0805
83038.1,11.9146
83057.4,11.1241
83093.5,10.5832
83212.2,10.2372
86664.5,10.0981
87655.3,10.2123
87696.3,10.4421
87713.6,10.9925
87720.4,11.7679
87723.5,12.57
87726.4,13.9776
87728.8,15.9383
87731.1,18.9363
87736.7,28.7073
87738.9,31.2182
87740.2,31.6233
87742.4,30.3952
87745.0,26.4032
87748.9,19.2247
87751.3,16.0459
87753.2,14.2929
87756.0,12.6745
87759.8,11.6047
87765.6,10.9119
87774.6,10.5131
87808.4,10.2016
87918.8,10.1323
89162.0,10.4649
89544.5,11.0842
89729.0,11.981
89831.5,13.0563
89913.4,14.6605
89974.9,16.755
90026.1,19.537
90074.6,23.3936
90137.5,29.4053
90175.2,31.3858
90181.2,31.4348
90205.8,30.777
90252.2,26.7785
90309.6,21.0688
90360.9,17.4356
90412.1,15.1044
90473.6,13.392
90555.5,12.1028
90678.5,11.1397
90910.8,10.4296
91539.2,9.98817
96789.8,9.72812
97830.6,9.92563
98050.8,10.3632
98150.8,11.0295
98210.9,11.994
98250.9,13.3062
98280.9,15.1194
98300.9,17.1151
98319.9,20.0499
98338.0,24.3151
98356.5,30.7221
98381.0,40.4163
98393.3,42.6111
98395.0,42.6331
98404.0,41.5534
98420.4,35.8335
98444.2,26.3216
98457.3,22.427
98471.1,19.4219
98491.1,16.4752
98516.1,14.2461
98546.1,12.7045
98586.1,11.5761
98648.7,10.7145
98771.3,10.0691
99106.5,9.65403
100881.0,9.02757
101286.0,8.4634
101469.0,7.77897
101572.0,6.96191
101636.0,6.01883
101678.0,5.03863
101710.0,3.95574
101736.0,2.96907
101744.0,2.73081
101752.0,2.63912
101757.0,2.70921
101762.0,2.92392
101767.0,3.34098
101771.0,3.92632
101776.0,4.79826
101781.0,6.13297
101786.0,8.0981
101795.0,11.8291
101806.0,17.2556
101812.0,19.2447
101819.0,20.9465
101828.0,21.6817
101840.0,21.2247
101886.0,17.2635
101914.0,15.6961
101951.0,14.3481
102009.0,13.0987
102109.0,12.0394
102292.0,11.2079
102701.0,10.6346
102880.0,10.5837
103199.0,10.8881
103334.0,11.5478
103410.0,12.4632
103468.0,13.7032
103557.0,16.1975
103580.0,16.3861
103616.0,15.9026
103711.0,13.0453
103787.0,11.6659
103902.0,10.7793
104152.0,10.2169
105257.0,9.88517
108682.0,9.7696
111576.0,10.0038
111831.0,10.3385
111896.0,10.7312
111945.0,11.6096
111968.0,12.6723
111985.0,14.2994
111997.0,16.2882
112005.0,18.4642
112014.0,22.0937
112023.0,27.3354
112034.0,34.9576
112040.0,37.605
112042.0,37.7213
112048.0,36.1019
112059.0,29.2768
112068.0,23.2243
112076.0,19.2218
112084.0,16.9288
112092.0,15.0739
112104.0,13.5243
112121.0,12.2313
112145.0,11.3706
112179.0,10.7864
112274.0,10.3192
112486.0,10.198
113381.0,10.7297
113922.0,11.7023
114252.0,13.0118
114487.0,14.7522
114676.0,17.0655
114869.0,20.6738
115090.0,25.4387
115208.0,26.5073
115325.0,25.5275
115688.0,17.5085
115853.0,15.0077
116065.0,13.0085
116347.0,11.5644
116771.0,10.5444
117524.0,9.861
119502.0,9.43392
123174.0,9.30242
125764.0,9.5286
126536.0,10.0485
126939.0,10.9072
127166.0,12.0316
127317.0,13.4941
127405.0,14.9737
127472.0,16.7787
127527.0,19.3369
127565.0,22.4524
127592.0,25.9252
127617.0,30.8914
127661.0,42.4547
127675.0,44.195
127679.0,44.2781
127694.0,42.9357
127740.0,33.1356
127772.0,29.2102
127803.0,27.3758
127865.0,26.2678
127990.0,24.9856
128143.0,20.792
128282.0,16.9993
128421.0,14.409
128559.0,12.7764
128768.0,11.3547
129080.0,10.2894
129705.0,9.35652
129949.0,9.16073
130039.0,9.34463
130084.0,9.8319
130113.0,10.6117
130134.0,11.817
130149.0,13.147
130165.0,15.5236
130201.0,22.6678
130213.0,23.7854
130215.0,23.8277
130228.0,23.1278
130272.0,17.1051
130297.0,14.9057
130331.0,13.1245
130376.0,11.8768
130446.0,10.9455
130572.0,10.2526
130913.0,9.66188
131932.0,9.11684
132033.0,9.29826
132065.0,9.652
132089.0,10.3473
132104.0,11.348
132118.0,12.9372
132129.0,15.1245
132143.0,19.1112
132155.0,22.6228
132163.0,23.5728
132171.0,22.9419
132199.0,16.8892
132216.0,14.5363
132231.0,13.1356
132255.0,11.9231
132287.0,11.0771
132344.0,10.3777
132490.0,9.79808
133017.0,9.41115
134351.0,9.25425
134977.0,9.45787
135095.0,9.85301
135142.0,10.2932
135187.0,11.1926
135237.0,13.1562
135264.0,13.9345
135267.0,13.9459
135291.0,13.4127
135337.0,11.383
135361.0,10.7007
135408.0,9.96011
135502.0,9.45239
135853.0,9.18176
136041.0,9.16692
136363.0,9.34052
136422.0,9.78174
136446.0,10.5257
136456.0,11.4062
136464.0,12.7682
136469.0,14.43
136474.0,16.8868
136480.0,21.0307
136486.0,26.3344
136489.0,28.1943
136491.0,28.4014
136495.0,27.1404
136501.0,22.2943
136507.0,17.158
136511.0,14.777
136515.0,13.16
136520.0,11.8127
136528.0,10.7269
136539.0,10.0365
136556.0,9.56691
136613.0,9.1892
137594.0,9.06726
138952.0,9.25714
139246.0,9.70351
139376.0,10.3695
139459.0,11.4124
139506.0,12.5306
139543.0,14.0617
139575.0,16.1003
139604.0,18.9725
139633.0,23.2254
139678.0,30.9348
139696.0,32.3154
139700.0,32.3638
139713.0,31.7457
139738.0,28.3647
139778.0,21.4862
139807.0,17.8354
139839.0,15.2447
139870.0,13.5689
139908.0,12.2807
139958.0,11.2441
140034.0,10.4017
140185.0,9.68454
140528.0,9.22268
142331.0,8.9475
144280.0,8.8868
145030.0,9.05564
145172.0,9.42572
145244.0,10.0313
145291.0,11.0249
145326.0,12.559
145347.0,14.2216
145369.0,16.7922
145398.0,20.9394
145414.0,22.134
145417.0,22.174
145433.0,21.3793
145477.0,15.7534
145499.0,13.7146
145529.0,12.076
145553.0,11.2675
145600.0,10.3476
145672.0,9.7186
145838.0,9.22531
146510.0,8.91919
147976.0,8.80776
148134.0,8.93251
148166.0,9.24403
148182.0,9.79756
148192.0,10.6329
148198.0,11.7346
148205.0,13.6425
148216.0,18.6471
148221.0,19.7006
148222.0,19.7209
148226.0,19.1065
148241.0,13.6259
148247.0,12.0431
148253.0,11.0873
148266.0,10.1187
148289.0,9.47294
148343.0,9.07798
148682.0,8.84484
149056.0,8.78712
149109.0,8.96105
149119.0,9.42207
149125.0,10.2325
149129.0,11.458
149138.0,15.5239
149141.0,16.1187
149145.0,15.4606
149153.0,11.8859
149157.0,10.7667
149163.0,9.96564
149175.0,9.33825
149207.0,9.00679
149603.0,8.82169
153417.0,8.71038
153706.0,8.82839
153734.0,9.12142
153744.0,9.60561
153750.0,10.3864
153754.0,11.4774
153758.0,13.3995
153763.0,17.2887
153767.0,20.0156
153770.0,21.0609
153771.0,21.0884
153773.0,20.4572
153777.0,17.9129
153783.0,13.6868
153786.0,11.9302
153790.0,10.6401
153794.0,9.94429
153802.0,9.31175
153820.0,8.93592
153912.0,8.72409
154653.0,8.68537
155367.0,8.84286
155503.0,9.1831
155571.0,9.73901
155617.0,10.6502
155650.0,12.0911
155672.0,13.7421
155693.0,16.1773
155720.0,19.9368
155734.0,20.9811
155738.0,21.017
155752.0,20.3389
155799.0,14.5786
155826.0,12.5051
155855.0,11.2571
155889.0,10.4092
155957.0,9.61216
156093.0,9.08569
156552.0,8.77259
156609.0,8.76779
156690.0,8.91906
156700.0,9.23483
156705.0,9.90852
156709.0,10.9662
156717.0,14.9802
156720.0,15.6002
156723.0,15.0453
156732.0,10.9423
156736.0,9.78463
156739.0,9.29512
156746.0,8.94753
156798.0,8.73973
158157.0,8.65465
158700.0,8.78556
158796.0,9.12588
158837.0,9.71695
158859.0,10.5081
158874.0,11.7805
158885.0,13.3332
158893.0,15.5241
158902.0,18.7504
158915.0,25.1516
158921.0,26.7945
158923.0,26.8763
158929.0,25.8173
158940.0,20.8984
158949.0,16.7409
158956.0,14.5579
158963.0,12.9428
158974.0,11.549
158990.0,10.4235
159011.0,9.6998
159060.0,9.08439
159183.0,8.75031
161067.0,8.57174
166689.0,8.45835
167909.0,8.62443
168143.0,9.00492
168262.0,9.68914
168333.0,10.7356
168381.0,12.15
168414.0,13.7914
168460.0,17.1627
168492.0,19.4532
168513.0,20.0563
168540.0,19.2447
168608.0,14.3901
168643.0,12.6619
168691.0,11.192
168762.0,10.0591
168857.0,9.37623
169062.0,8.85297
169710.0,8.55928
169885.0,8.5506
170548.0,8.76902
170753.0,9.22303
170856.0,9.87243
170920.0,10.741
170972.0,12.0715
171010.0,13.8501
171040.0,16.069
171070.0,19.3088
171115.0,25.5984
171137.0,27.375
171142.0,27.4681
171163.0,26.4771
171202.0,21.2294
171232.0,17.4723
171263.0,14.7661
171295.0,12.9353
171340.0,11.3925
171404.0,10.2279
171507.0,9.38605
171712.0,8.80528
172295.0,8.46595
177876.0,8.19515
178607.0,8.34908
178758.0,8.6658
178834.0,9.16115
178884.0,9.95011
178921.0,11.1742
178945.0,12.566
178968.0,14.6288
179005.0,18.4696
179020.0,19.0475
179033.0,18.6448
179086.0,13.6883
179111.0,12.151
179144.0,11.1399
179164.0,10.9529
179190.0,11.2128
179233.0,12.5493
179235.0,12.5519
179253.0,12.0041
179290.0,10.0275
179309.0,9.45069
179353.0,8.83373
179467.0,8.38292
179977.0,8.07083
180621.0,7.93929
180814.0,8.08221
180882.0,8.51068
180911.0,9.1183
180928.0,9.95379
180942.0,11.1518
180952.0,12.6159
180976.0,17.5677
180985.0,18.3523
180993.0,17.8194
181018.0,13.6438
181032.0,12.2433
181049.0,11.4028
181064.0,11.2067
181085.0,11.5256
181105.0,12.4861
181123.0,14.1082
181136.0,16.0073
181155.0,19.9786
181172.0,23.6812
181184.0,25.2669
181188.0,25.3324
181197.0,24.6347
181215.0,20.8241
181235.0,16.4506
181251.0,13.8976
181269.0,11.8986
181292.0,10.3121
181316.0,9.30939
181363.0,8.08939
181408.0,7.38179
181425.0,7.29054
181441.0,7.48658
181452.0,7.9678
181463.0,8.97126
181475.0,10.969
181485.0,12.3481
181490.0,12.5396
181497.0,12.005
181507.0,10.4321
181513.0,9.95886
181515.0,9.90087
181521.0,10.1047
181541.0,12.1598
181552.0,12.7518
181557.0,12.839
181579.0,12.4658
181631.0,11.1058
181684.0,10.3232
181785.0,9.58969
181962.0,9.13593
181977.0,9.1307
182043.0,9.33946
182064.0,9.73916
182081.0,10.6297
182100.0,12.0037
182103.0,12.0484
182113.0,11.596
182132.0,9.98388
182142.0,9.4961
182164.0,9.06682
182229.0,8.76128
182999.0,8.41548
185267.0,8.23754
185997.0,8.40392
186150.0,8.80104
186227.0,9.51319
186281.0,10.6639
186321.0,11.568
186334.0,11.6411
186362.0,11.2622
186421.0,9.76021
186473.0,9.006
186575.0,8.46777
186898.0,8.18674
196553.0,7.86622
196937.0,7.99353
196969.0,8.21353
196983.0,8.55396
196995.0,9.24765
197009.0,10.4818
197012.0,10.5325
197020.0,10.1456
197034.0,8.79415
197049.0,8.20646
197077.0,7.9331
197846.0,7.81827
198807.0,7.80184
199371.0,7.92552
199436.0,8.15438
199467.0,8.52341
199491.0,9.24362
199521.0,10.8054
199526.0,10.8482
199536.0,10.5416
199562.0,9.02326
199576.0,8.55624
199607.0,8.09149
199697.0,7.82336
200637.0,7.73777
200929.0,7.85326
200956.0,8.09117
200969.0,8.51272
200981.0,9.57719
200990.0,10.2424
200992.0,10.2617
200999.0,9.92948
201013.0,8.66757
201025.0,8.12304
201051.0,7.84596
201381.0,7.71277
205454.0,7.6249
207128.0,7.78888
207394.0,8.14299
207482.0,8.6019
207552.0,9.48579
207621.0,10.7915
207638.0,10.8886
207667.0,10.6265
207748.0,9.10447
207807.0,8.5302
207925.0,8.13987
208063.0,8.05976
208475.0,8.38612
208721.0,8.99516
208898.0,9.91554
209003.0,10.8994
209109.0,12.5171
209197.0,14.6713
209285.0,17.8091
209398.0,22.177
209453.0,22.9693
209506.0,22.2008
209610.0,18.1008
209709.0,14.3889
209797.0,12.1793
209885.0,10.7671
209991.0,9.71815
210132.0,8.93609
210308.0,8.57746
210393.0,8.81479
210439.0,9.37019
210468.0,10.2232
210487.0,11.3247
210502.0,12.8685
210518.0,15.3081
210545.0,21.5392
210554.0,22.7706
210557.0,22.872
210565.0,22.2669
210580.0,19.094
210597.0,15.0937
210611.0,12.895
210625.0,11.4658
210644.0,10.2148
210673.0,9.21237
210711.0,8.56477
210788.0,8.03117
210994.0,7.60949
211532.0,7.29038
211640.0,7.45004
211681.0,7.90744
211702.0,8.57228
211716.0,9.48145
211726.0,10.5798
211736.0,12.3518
211746.0,14.9999
211762.0,19.9898
211770.0,21.1325
211770.0,21.1411
211778.0,20.5574
211792.0,16.97
211806.0,13.9462
211818.0,12.0907
211828.0,11.0373
211849.0,9.77731
211870.0,9.09294
211914.0,8.38074
211997.0,7.88808
212241.0,7.51856
213653.0,7.2045
217600.0,6.88603
218104.0,7.03676
218244.0,7.39689
218312.0,7.98203
218353.0,8.81246
218382.0,9.93782
218404.0,11.3993
218447.0,15.1682
218462.0,15.644
218474.0,15.28
218503.0,12.7782
218530.0,10.6134
218557.0,9.22664
218591.0,8.2757
218632.0,7.69155
218714.0,7.19721
218899.0,6.89011
219318.0,6.77985
219741.0,6.94073
219916.0,7.34938
220002.0,7.92379
220059.0,8.74334
220102.0,9.90838
220136.0,11.5063
220162.0,13.4189
220194.0,16.872
220228.0,20.5738
220246.0,21.2583
220263.0,20.6529
220291.0,17.7619
220328.0,13.738
220356.0,11.6089
220392.0,9.93479
220428.0,8.92677
220470.0,8.19356
220556.0,7.44549
220702.0,6.94489
221077.0,6.58563
223393.0,6.13946
223448.0,6.13824
223741.0,6.28
223822.0,6.55336
223875.0,7.08216
223907.0,7.83545
223928.0,8.80359
223944.0,10.0227
223957.0,11.62
223971.0,13.9673
223995.0,19.0503
224005.0,20.1589
224008.0,20.2515
224018.0,19.6789
224035.0,16.6372
224053.0,13.171
224068.0,11.2648
224086.0,9.70121
224111.0,8.44584
224145.0,7.56737
224185.0,7.04658
224224.0,6.75246
224362.0,6.3439
224728.0,6.0961
225828.0,5.9771
227248.0,6.18941
228256.0,6.72091
228833.0,7.40004
229127.0,8.1508
229310.0,9.06148
229447.0,10.2895
229562.0,11.8559
229773.0,15.5433
229838.0,15.921
229916.0,15.3767
230143.0,11.7566
230267.0,10.4557
230422.0,9.52552
230671.0,8.84341
231168.0,8.47233
231509.0,8.43767
232689.0,8.49415
232987.0,8.48585
233151.0,8.63281
233192.0,9.04492
233212.0,9.71614
233224.0,10.5084
233236.0,11.9232
233258.0,15.7839
233266.0,16.2791
233276.0,15.7071
233299.0,12.5103
233316.0,11.0682
233336.0,10.1801
233377.0,9.44321
233467.0,8.9832
233860.0,8.71681
240230.0,8.26494
240526.0,8.41246
240590.0,8.8361
240615.0,9.46878
240630.0,10.3948
240640.0,11.6093
240648.0,13.1093
240656.0,15.6094
240667.0,19.1562
240673.0,20.1789
240674.0,20.2181
240680.0,19.7123
240688.0,17.3343
240700.0,13.5908
240707.0,12.0084
240717.0,10.7031
240730.0,9.81145
240750.0,9.1278
240792.0,8.61564
240926.0,8.30195
242957.0,8.05199
243291.0,8.19287
243381.0,8.56386
243425.0,9.21471
243451.0,10.1286
243472.0,11.4587
243510.0,15.4407
243520.0,15.7668
243531.0,15.3243
243566.0,11.9629
243588.0,10.509
243610.0,9.68178
243644.0,9.02877
243711.0,8.50121
243902.0,8.14122
245888.0,7.82818
247992.0,7.67932
248770.0,7.86551
249029.0,8.32488
249144.0,8.8835
249231.0,9.72543
249303.0,11.0494
249360.0,12.896
249411.0,15.443
249489.0,20.0369
249525.0,20.7882
249561.0,19.9239
249663.0,14.7575
249706.0,13.3958
249740.0,12.8416
249760.0,12.7544
249793.0,13.0623
249821.0,13.8596
249881.0,16.7787
249895.0,17.014
249920.0,16.388
249984.0,12.558
250020.0,11.139
250064.0,10.1045
250136.0,9.18467
250251.0,8.50857
250507.0,7.9395
251241.0,7.47075
253727.0,6.88163
254042.0,7.02951
254161.0,7.35195
254220.0,7.75259
254265.0,8.33701
254302.0,9.24127
254332.0,10.5348
254354.0,12.1299
254373.0,14.1372
254396.0,17.7222
254422.0,22.4359
254434.0,23.6883
254441.0,23.9558
254454.0,23.2267
254476.0,19.7569
254504.0,15.1347
254525.0,12.707
254546.0,11.0753
254573.0,9.72896
254606.0,8.74005
254656.0,7.95554
254737.0,7.33639
254900.0,6.91408
255128.0,6.77901
255486.0,7.00058
255779.0,7.65373
256091.0,9.02288
256352.0,10.155
256469.0,10.2988
256844.0,9.78639
257095.0,10.2539
257455.0,11.1558
257662.0,11.2859
258699.0,10.3653
260187.0,9.3441
260461.0,9.22277
260502.0,9.38871
260511.0,9.85718
260517.0,10.7529
260528.0,13.2661
260531.0,13.5757
260535.0,13.3518
260547.0,10.8247
260554.0,9.94287
260565.0,9.52157
260612.0,9.25729
261712.0,8.89892
261976.0,9.10781
262051.0,9.55972
262088.0,10.2047
262116.0,11.266
262140.0,12.9343
262171.0,15.6601
262182.0,15.9891
262198.0,15.2859
262235.0,12.1579
262260.0,10.8455
262284.0,10.1161
262334.0,9.43178
262448.0,8.95565
262966.0,8.63453
264595.0,8.40242
265054.0,8.59314
265180.0,8.95486
265242.0,9.39917
265305.0,10.3278
265346.0,11.4568
265399.0,13.8235
265434.0,15.329
265455.0,15.6395
265476.0,15.3641
265559.0,12.0974
265607.0,10.82
265670.0,9.8874
265764.0,9.21627
265983.0,8.67163
266724.0,8.31361
269087.0,8.08717
269368.0,8.22173
269402.0,8.43731
269425.0,8.92745
269451.0,10.1209
269455.0,10.162
269468.0,9.72983
269490.0,8.68182
269518.0,8.23813
269645.0,8.04187
275756.0,7.76433
276280.0,7.894
276349.0,8.11007
276388.0,8.49337
276424.0,9.38156
276448.0,9.9762
276451.0,9.9852
276473.0,9.54633
276511.0,8.46384
276545.0,8.06429
276636.0,7.79646
282426.0,7.51675
283823.0,7.47778
284428.0,7.63074
284533.0,7.95218
284582.0,8.44764
284615.0,9.25972
284637.0,10.2896
284657.0,11.9218
284681.0,13.9357
284693.0,14.3308
284702.0,14.1479
284729.0,12.0989
284755.0,10.4101
284773.0,9.70047
284798.0,9.17298
284845.0,8.87173
284888.0,9.13326
284918.0,9.67529
284947.0,10.7686
284967.0,12.114
284988.0,14.2436
285020.0,18.1176
285035.0,18.8088
285050.0,18.1513
285095.0,13.088
285121.0,11.213
285143.0,10.2144
285172.0,9.39162
285231.0,8.56845
285324.0,8.05347
285570.0,7.6798
287039.0,7.43053
287153.0,7.42653
287345.0,7.56309
287377.0,7.79878
287398.0,8.29004
287411.0,9.05514
287421.0,10.1563
287440.0,12.9672
287446.0,13.2832
287454.0,12.8427
287474.0,10.0929
287484.0,9.18513
287500.0,8.47096
287526.0,7.98188
287600.0,7.62523
288110.0,7.43447
289227.0,7.39341
289929.0,7.52471
290060.0,7.82327
290113.0,8.20823
290201.0,9.51982
290211.0,9.55425
290241.0,9.24226
290298.0,8.23866
290345.0,7.80843
290476.0,7.45162
291577.0,7.29007
295987.0,7.16723
296398.0,7.28153
296435.0,7.54902
296452.0,8.05109
296472.0,8.93342
296475.0,8.95711
296486.0,8.5946
296504.0,7.71701
296528.0,7.33358
296611.0,7.17315
296721.0,7.16052
297392.0,7.3471
297591.0,7.76199
297691.0,8.38539
297757.0,9.2741
297810.0,10.5286
297901.0,13.3957
297927.0,13.6654
297966.0,13.1201
298035.0,11.1446
298071.0,10.637
298082.0,10.7194
298096.0,11.27
298105.0,12.2247
298114.0,13.8977
298128.0,17.3736
298135.0,18.0143
298142.0,17.3732
298160.0,12.8982
298169.0,11.3553
298180.0,10.2453
298194.0,9.52543
298226.0,8.75145
298298.0,8.10694
298477.0,7.58657
299002.0,7.23501
299735.0,7.07373
299808.0,7.19692
299824.0,7.40383
299837.0,7.82229
299848.0,8.64155
299856.0,9.87391
299868.0,11.8769
299876.0,12.3894
299884.0,11.7948
299901.0,9.52492
299914.0,8.57644
299931.0,7.99789
299961.0,7.59923
300066.0,7.28902
300882.0,7.12413
301243.0,7.25848
301317.0,7.56388
301359.0,8.20061
301399.0,9.13177
301403.0,9.14758
301419.0,8.92674
301458.0,7.88809
301495.0,7.43499
301580.0,7.1576
302855.0,7.00179
305853.0,6.88146
306030.0,7.01829
306063.0,7.36628
306076.0,7.85549
306087.0,8.62734
306098.0,10.2247
306110.0,11.9094
306115.0,12.1647
306123.0,11.7801
306142.0,9.26766
306151.0,8.47494
306165.0,7.84195
306188.0,7.4041
306259.0,7.06875
306780.0,6.89736
308335.0,6.85191
309464.0,6.99598
309694.0,7.27503
309791.0,7.67906
309849.0,8.31862
309878.0,8.99584
309903.0,10.0199
309922.0,11.456
309944.0,14.0079
309963.0,16.2024
309971.0,16.4847
309982.0,15.8358
310002.0,12.6809
310017.0,10.4684
310031.0,9.10171
310046.0,8.30153
310065.0,7.74761
310098.0,7.47478
310134.0,7.76335
310158.0,8.49086
310177.0,9.65807
310201.0,11.8859
310211.0,12.2445
310220.0,11.9166
310249.0,9.03785
310265.0,8.01479
310281.0,7.45133
310314.0,6.94564
310385.0,6.64594
310658.0,6.55068
311087.0,6.55543
313236.0,6.47517
313698.0,6.59854
313839.0,6.89761
313909.0,7.3229
313962.0,7.99974
314000.0,8.87037
314044.0,10.5177
314088.0,12.2801
314108.0,12.5659
314137.0,12.0983
314214.0,9.38093
314266.0,8.27578
314336.0,7.50363
