82-Pb-208(n,elastic) ENDF/B-VII.1
167984.0,12.9764
167987.0,15.5799
167991.0,19.9308
167996.0,25.7024
167999.0,27.639
168000.0,27.8107
168003.0,26.8922
168006.0,24.0103
168012.0,16.5107
168015.0,13.6547
168018.0,11.8366
168023.0,10.5323
168026.0,10.0183
168033.0,9.47155
168048.0,9.05619
168095.0,8.79729
168315.0,8.68929
168415.0,8.80145
168453.0,9.12186
168470.0,9.56279
168484.0,10.4127
168493.0,11.5161
168500.0,13.1211
168506.0,15.1147
168511.0,18.1968
168517.0,22.7992
168526.0,31.9258
168530.0,34.6788
168532.0,35.029
168536.0,34.2075
168542.0,30.0945
168551.0,22.0896
168557.0,18.1964
168563.0,15.6102
168571.0,13.7527
168579.0,12.3511
168590.0,11.3623
168610.0,10.4277
168648.0,9.68321
168725.0,9.21779
169036.0,8.91986
169105.0,8.91321
169261.0,9.06389
169305.0,9.42519
169326.0,10.0042
169340.0,10.989
169348.0,12.2784
169354.0,13.8313
169358.0,15.66
169362.0,18.6048
169368.0,23.8879
169375.0,31.1391
169378.0,33.2703
169380.0,33.5988
169384.0,32.6362
169388.0,29.0225
169397.0,20.1871
169401.0,16.6376
169406.0,14.6178
169411.0,12.882
169418.0,11.6085
169426.0,10.7423
169441.0,9.96034
169470.0,9.37817
169534.0,9.03801
170051.0,8.82294
268419.0,7.48402
269560.0,7.62679
269758.0,7.92477
269848.0,8.34714
269908.0,8.99224
269953.0,9.99588
269983.0,11.2341
270009.0,13.0706
270032.0,15.6293
270055.0,19.5851
270082.0,24.8126
270093.0,26.222
270101.0,26.5416
270114.0,25.7839
270137.0,22.0212
270165.0,16.9551
270186.0,14.2814
270207.0,12.4798
270237.0,10.8981
270274.0,9.75253
270334.0,8.82528
270427.0,8.20872
270640.0,7.75981
271451.0,7.50028
276918.0,7.25879
277454.0,7.42542
277612.0,7.75934
277706.0,8.26502
277785.0,9.14265
277848.0,10.4583
277904.0,12.3653
277993.0,16.0435
278034.0,16.6618
278059.0,16.4205
278144.0,13.9031
278226.0,11.7176
278305.0,10.4246
278400.0,9.51782
278557.0,8.73901
278872.0,8.12132
279660.0,7.70341
283348.0,7.42567
322880.0,6.76529
323663.0,6.69474
323913.0,6.80275
324014.0,7.12263
324065.0,7.57627
324107.0,8.40072
324136.0,9.53161
324158.0,10.9066
324180.0,13.1026
324203.0,16.5524
324233.0,21.3786
324249.0,22.5704
324252.0,22.5976
324268.0,21.7253
324319.0,15.4435
324346.0,13.0057
324372.0,11.5361
324406.0,10.2791
324456.0,9.19911
324541.0,8.32185
324676.0,7.73485
324986.0,7.29452
326053.0,7.0082
335676.0,6.83363
342974.0,7.02507
346166.0,7.48072
347991.0,8.11695
349359.0,9.09123
350370.0,10.3722
351212.0,12.1018
352304.0,15.5905
353564.0,20.4264
353920.0,21.6328
353954.0,22.6571
353966.0,23.9967
353976.0,26.2555
353986.0,30.913
353995.0,34.5227
354000.0,35.2604
354006.0,34.3376
354022.0,27.0841
354030.0,24.69
354039.0,23.3972
354055.0,22.3096
354105.0,21.6002
354898.0,20.3378
356720.0,14.3741
357718.0,12.0974
358841.0,10.461
360338.0,9.17851
362459.0,8.20757
365827.0,7.4704
372065.0,6.90337
389032.0,6.32652
405377.0,5.83428
406300.0,5.76604
406672.0,5.88676
406789.0,6.12882
406867.0,6.5394
406925.0,7.19371
406971.0,8.18166
407007.0,9.48157
407038.0,11.2396
407073.0,14.0876
407112.0,17.3829
407132.0,18.3539
407142.0,18.5039
407166.0,17.9719
407248.0,12.8279
407288.0,11.0146
407336.0,9.57702
407395.0,8.53577
407472.0,7.74192
407589.0,7.11965
407811.0,6.60419
408300.0,6.23247
409947.0,5.95449
416580.0,5.5557
417360.0,5.70911
417702.0,6.10285
417892.0,6.6508
418044.0,7.49969
418165.0,8.67841
418260.0,10.1039
418375.0,12.5718
418533.0,16.6536
418599.0,17.7446
418652.0,18.0478
418728.0,17.5836
419032.0,12.4952
419184.0,10.7319
419374.0,9.33951
419640.0,8.2276
420021.0,7.4062
420667.0,6.76827
421921.0,6.2942
425152.0,5.91598
437989.0,5.41114
438217.0,5.47353
438245.0,5.58333
438261.0,5.81027
438270.0,6.22405
438276.0,6.88076
438282.0,8.04173
438294.0,11.0685
438299.0,11.6672
438300.0,11.6815
438304.0,11.404
438310.0,10.1542
438319.0,7.77008
438326.0,6.71334
438332.0,6.09636
438344.0,5.71079
438372.0,5.49314
438673.0,5.38603
458324.0,4.56734
469846.0,3.80361
477927.0,3.02294
485035.0,2.17491
485708.0,2.14364
486531.0,2.20376
487055.0,2.36292
487504.0,2.65243
487863.0,3.05359
488222.0,3.67638
488626.0,4.69043
489210.0,6.3648
489524.0,6.88932
489688.0,6.96736
490077.0,6.67865
491245.0,4.71982
491918.0,3.91094
492741.0,3.24537
493788.0,2.69568
495135.0,2.23486
496781.0,1.8559
498876.0,1.52551
501270.0,1.27231
504114.0,1.03766
504826.0,0.929108
505239.0,0.836683
505282.0,0.834109
505370.0,0.856271
505413.0,0.896603
505457.0,0.979
505490.0,1.09038
505517.0,1.23862
505545.0,1.46862
505569.0,1.78184
505590.0,2.18533
505609.0,2.7012
505628.0,3.39087
505646.0,4.34559
505666.0,5.70904
505711.0,9.51624
505728.0,10.5712
505745.0,11.0012
505766.0,10.6403
505801.0,8.88662
505843.0,6.70255
505876.0,5.44997
505913.0,4.50156
505953.0,3.8056
506003.0,3.22453
506054.0,2.83822
506134.0,2.44173
506241.0,2.13327
506375.0,1.90715
506536.0,1.74975
506804.0,1.60711
507206.0,1.5084
508010.0,1.43989
508412.0,1.43339
510019.0,1.48631
512431.0,1.68417
515110.0,2.02861
517522.0,2.47639
519398.0,2.98694
520737.0,3.54081
521809.0,4.19969
522613.0,4.90405
523283.0,5.7579
523819.0,6.666
524355.0,7.86496
524891.0,9.43923
525573.0,12.0303
526684.0,16.8221
527188.0,17.9388
527331.0,18.0129
527840.0,17.4032
528719.0,14.4363
529645.0,11.2541
530454.0,9.26323
531264.0,7.90491
532305.0,6.79187
533577.0,5.98299
535312.0,5.39046
537973.0,4.98492
542831.0,4.78186
545607.0,4.76711
555786.0,4.80925
561562.0,4.69473
563209.0,4.48321
563475.0,4.58294
563581.0,4.77339
563677.0,5.15278
563757.0,5.75556
563834.0,6.69828
563964.0,8.64635
564033.0,9.11919
564049.0,9.13592
564134.0,8.80857
564325.0,7.4811
564484.0,6.75469
564750.0,6.11602
565175.0,5.67534
566131.0,5.3442
567221.0,5.23331
567455.0,5.28414
567513.0,5.4065
567542.0,5.66207
567553.0,5.92836
567563.0,6.47159
567570.0,7.21436
567576.0,8.46066
567587.0,11.2298
567594.0,13.0835
567600.0,13.5911
567604.0,13.2608
567611.0,11.771
567622.0,8.54441
567628.0,7.37744
567635.0,6.48987
567642.0,5.99894
567653.0,5.62652
567672.0,5.38865
567723.0,5.23457
570685.0,5.02017
570752.0,4.9628
570768.0,5.09433
570776.0,5.44521
570783.0,6.08087
570797.0,7.87902
570803.0,8.1707
570810.0,7.82555
570824.0,6.42805
570832.0,5.90195
570843.0,5.57088
570873.0,5.31696
571019.0,5.16411
580578.0,5.07347
581228.0,5.07322
583339.0,5.14191
583456.0,5.28647
583503.0,5.52723
583524.0,5.81331
583542.0,6.33282
583554.0,6.98605
583563.0,7.88855
583572.0,9.31921
583590.0,13.4247
583598.0,14.348
583600.0,14.3924
583607.0,13.9048
583617.0,11.8842
583629.0,9.17146
583638.0,7.73691
583647.0,6.84252
583660.0,6.11723
583683.0,5.60201
583711.0,5.34877
583808.0,5.13717
585505.0,5.06392
594410.0,5.05279
597068.0,5.12504
597296.0,5.26809
597414.0,5.59761
597461.0,5.99336
597490.0,6.47733
597514.0,7.21958
597532.0,8.25375
597548.0,9.66963
597564.0,11.8065
597587.0,15.6434
597597.0,16.489
597600.0,16.5465
597612.0,15.8148
597631.0,12.743
597647.0,10.1814
597660.0,8.78039
597673.0,7.77454
597687.0,7.04654
597706.0,6.43395
597735.0,5.91843
597782.0,5.51624
597900.0,5.20463
598359.0,5.05609
605351.0,5.02358
608350.0,5.10714
608689.0,5.30221
608828.0,5.6376
608904.0,6.14412
608949.0,6.80289
608979.0,7.59661
609002.0,8.54884
609025.0,10.0681
609049.0,12.3828
609078.0,15.8155
609096.0,17.0277
609101.0,17.0803
609117.0,16.3901
609145.0,13.1758
609171.0,10.4327
609191.0,8.93372
609212.0,7.88015
609242.0,6.92903
609287.0,6.16835
609348.0,5.68654
609475.0,5.30589
609777.0,5.09804
610733.0,5.0341
612148.0,5.14609
612489.0,5.37445
612634.0,5.69048
612716.0,6.08868
612769.0,6.57096
612823.0,7.45566
612858.0,8.51079
612889.0,10.0337
612912.0,11.7656
612937.0,14.4264
612982.0,20.2091
613000.0,21.1892
613001.0,21.1898
613013.0,20.794
613034.0,18.5114
613073.0,13.1437
613097.0,10.8023
613122.0,9.08535
613149.0,7.93416
613184.0,6.98305
613238.0,6.2012
613291.0,5.78506
613376.0,5.44139
613539.0,5.17739
614065.0,4.99679
615748.0,4.83945
615816.0,4.92349
615836.0,5.10071
615848.0,5.36352
615856.0,5.70369
615864.0,6.30306
615871.0,7.32435
615880.0,9.01312
615894.0,12.5468
615901.0,13.4619
615903.0,13.5294
615910.0,13.0836
615922.0,10.8817
615933.0,8.82719
615940.0,7.78671
615952.0,6.83845
615964.0,6.31799
615984.0,5.85149
616023.0,5.48013
616111.0,5.21907
616490.0,5.04289
626463.0,4.94652
631963.0,5.05701
633150.0,5.31152
633697.0,5.72265
633978.0,6.22385
634166.0,6.8506
634330.0,7.81302
634447.0,8.94289
634564.0,10.6899
634688.0,13.4054
634806.0,16.3455
634866.0,17.2895
634906.0,17.4916
634975.0,16.9357
635100.0,14.1649
635225.0,11.4352
635322.0,9.97466
635416.0,9.06056
635509.0,8.53685
635603.0,8.36154
635712.0,8.65659
635782.0,9.2584
635844.0,10.2617
635895.0,11.6431
635951.0,13.979
636016.0,17.9907
636068.0,21.1077
636102.0,21.8802
636127.0,21.4325
636171.0,18.9675
636242.0,14.0665
636285.0,11.8676
636334.0,10.062
636399.0,8.54621
636476.0,7.45982
636579.0,6.64009
636734.0,6.00718
637014.0,5.51082
637575.0,5.17211
639197.0,4.94978
655566.0,4.76287
684002.0,4.56095
685874.0,4.64598
686250.0,4.85199
686395.0,5.11297
686491.0,5.50348
686564.0,6.10169
686612.0,6.83112
686648.0,7.71444
686684.0,9.08129
686722.0,11.2243
686771.0,14.6296
686798.0,15.5683
686802.0,15.5824
686823.0,15.1083
686859.0,12.8746
686904.0,9.90412
686938.0,8.3505
686972.0,7.31144
687020.0,6.40661
687080.0,5.75788
687176.0,5.23952
687326.0,4.90097
687668.0,4.66118
689260.0,4.51922
692213.0,4.47448
692881.0,4.5625
693006.0,4.77829
693052.0,5.02697
693090.0,5.50032
693114.0,6.118
693133.0,7.02137
693147.0,8.13287
693162.0,9.9033
693187.0,13.4511
693199.0,14.2587
693201.0,14.2732
693212.0,13.7445
693230.0,11.4493
693249.0,8.9655
693264.0,7.69866
693278.0,6.85
693297.0,6.13517
693325.0,5.5385
693363.0,5.13973
693413.0,4.8888
693519.0,4.67385
693902.0,4.51719
696907.0,4.44024
698402.0,4.53107
698806.0,4.75144
698966.0,5.00353
699100.0,5.45233
699180.0,5.96682
699260.0,6.8841
699311.0,7.85727
699360.0,9.24466
699415.0,11.5025
699479.0,14.5172
699515.0,15.4655
699527.0,15.5245
699561.0,14.9829
699627.0,12.2183
699682.0,9.99471
699729.0,8.58466
699782.0,7.48758
699836.0,6.74939
699916.0,6.04555
700049.0,5.41782
700263.0,4.97321
700659.0,4.67658
701792.0,4.47875
709574.0,4.3391
713809.0,4.4646
715779.0,4.7786
716961.0,5.25253
717848.0,5.94864
718538.0,6.89222
719109.0,8.09667
719739.0,10.0448
720803.0,13.9786
721453.0,15.4361
721562.0,16.2154
721666.0,17.808
721818.0,21.1905
721864.0,21.5029
721960.0,20.6
722180.0,17.2759
722405.0,15.3958
722645.0,14.5149
722659.0,14.5084
722779.0,14.9531
722841.0,16.0083
722890.0,17.9208
722928.0,20.6118
722980.0,25.312
723001.0,26.022
723027.0,24.8872
723095.0,18.0779
723132.0,15.7309
723171.0,14.2109
723234.0,12.8649
723317.0,11.9327
723501.0,10.9125
723952.0,9.625
724753.0,8.25261
725838.0,7.14175
727340.0,6.27757
729511.0,5.62791
733161.0,5.11231
737591.0,4.84023
738409.0,4.94715
738652.0,5.19118
738774.0,5.55681
738847.0,6.03429
738908.0,6.80603
738954.0,7.8629
738990.0,9.26153
739027.0,11.3013
739073.0,14.2173
739100.0,15.0228
739102.0,15.0265
739120.0,14.7439
739153.0,13.0043
739204.0,9.83558
739241.0,8.28167
739278.0,7.28167
739314.0,6.62615
739387.0,5.87544
739460.0,5.48818
739606.0,5.1251
739918.0,4.87029
741205.0,4.68244
759013.0,3.99787
761260.0,3.89901
762384.0,4.00497
762978.0,4.29086
763348.0,4.70335
763666.0,5.35523
763930.0,6.26951
764141.0,7.39149
764324.0,8.80102
764459.0,10.3021
764564.0,12.0142
764657.0,14.2792
764736.0,17.2049
764848.0,22.5264
764903.0,23.8304
764907.0,23.8439
764963.0,22.7877
765103.0,16.8754
765169.0,15.0214
765252.0,13.4889
765363.0,12.2421
765586.0,10.7942
765993.0,9.15947
766530.0,7.78155
767198.0,6.76747
768050.0,6.04382
769439.0,5.4432
771756.0,4.99261
776758.0,4.60999
784792.0,4.3599
785624.0,4.45758
785779.0,4.61653
785856.0,4.82808
785916.0,5.18489
785960.0,5.74608
785990.0,6.44509
786016.0,7.48979
786039.0,8.91495
786083.0,12.7535
786101.0,13.4045
786118.0,12.8993
786148.0,10.3441
786171.0,8.49166
786194.0,7.25197
786216.0,6.43903
786246.0,5.76662
786290.0,5.21663
786350.0,4.85785
786474.0,4.56202
786819.0,4.37338
790736.0,4.2221
798437.0,4.1284
803264.0,4.22479
806216.0,4.50245
808303.0,4.98542
809926.0,5.71601
811259.0,6.72555
812593.0,8.26563
813636.0,9.94666
813833.0,10.6155
813920.0,11.37
813964.0,12.1841
813993.0,13.146
814024.0,14.9358
814051.0,17.5855
814084.0,21.3105
814102.0,22.1607
814120.0,21.3319
814167.0,15.9882
814196.0,13.9401
814216.0,13.0595
814257.0,12.1715
814306.0,11.9019
814370.0,12.2886
814497.0,14.1814
814541.0,14.4028
814808.0,13.3806
815076.0,13.162
816592.0,13.8096
817840.0,13.2582
821497.0,9.68045
823113.0,8.66835
823280.0,8.64124
823559.0,8.8222
823670.0,9.15197
823753.0,9.7247
823807.0,10.4284
823863.0,11.7583
823911.0,13.7073
823971.0,16.6981
824002.0,17.371
824033.0,16.7771
824119.0,12.607
824161.0,11.1658
824217.0,10.0023
824300.0,9.09231
824411.0,8.52175
824688.0,7.97826
825721.0,7.36252
828775.0,6.48424
831404.0,6.07344
831756.0,6.17139
831891.0,6.45585
831940.0,6.76604
831981.0,7.32945
832012.0,8.23836
832032.0,9.38572
832049.0,10.9181
832072.0,14.0287
832090.0,16.3235
832101.0,16.8139
832114.0,16.1422
832134.0,13.29
832154.0,10.6081
832168.0,9.31816
832183.0,8.3274
832209.0,7.37061
832239.0,6.78993
832280.0,6.41117
832391.0,6.05477
832799.0,5.83845
838682.0,5.28502
843369.0,5.09873
845814.0,5.24601
847138.0,5.62703
848055.0,6.24181
848788.0,7.15015
849563.0,8.6694
850457.0,10.5627
850989.0,10.9702
851560.0,10.5774
853251.0,8.15234
854371.0,7.13389
855899.0,6.36851
857835.0,5.92155
858446.0,5.88007
859376.0,6.0284
859863.0,6.43227
860168.0,7.08282
860381.0,8.00806
860533.0,9.13766
860679.0,10.7732
860894.0,13.7542
861006.0,14.4793
861016.0,14.4822
861097.0,14.1181
861264.0,12.013
861436.0,9.80171
861589.0,8.45609
861771.0,7.43836
862015.0,6.66236
862380.0,6.07163
863050.0,5.61491
864654.0,5.2604
870946.0,4.86762
875766.0,4.55201
877013.0,4.25785
877413.0,4.12712
877562.0,4.23567
877645.0,4.51458
877708.0,4.99704
877756.0,5.66022
877808.0,6.75085
877899.0,9.23399
877940.0,9.9143
877970.0,10.0598
878024.0,9.73723
878194.0,7.76132
878284.0,7.07446
878460.0,6.30574
878706.0,5.78166
879184.0,5.35524
880260.0,5.03972
882171.0,4.90368
883462.0,5.05395
884322.0,5.46917
885851.0,6.88303
886138.0,6.96322
886718.0,6.70071
887541.0,5.6562
888420.0,4.47016
889024.0,3.94581
889655.0,3.67909
890396.0,3.60323
895749.0,4.03204
901925.0,4.13744
908224.0,4.02406
909671.0,3.83187
910347.0,3.53943
910448.0,3.62582
910511.0,3.86503
910575.0,4.40153
910704.0,6.17954
910752.0,6.53123
910794.0,6.6222
911054.0,6.2097
911064.0,6.20904
911191.0,6.41184
911279.0,6.89078
911350.0,7.66685
911405.0,8.71543
911460.0,10.3458
911521.0,13.0695
911569.0,15.2699
911606.0,15.9303
911633.0,15.5044
911672.0,13.8315
911739.0,10.4276
911783.0,8.75811
911836.0,7.4293
911892.0,6.54617
911961.0,5.87004
912072.0,5.28114
912239.0,4.86755
912531.0,4.57586
913323.0,4.34668
917015.0,4.16297
918176.0,4.14968
919438.0,4.24909
919803.0,4.46416
919977.0,4.75388
920093.0,5.15587
920180.0,5.71183
920253.0,6.50993
920308.0,7.44986
920361.0,8.76845
920460.0,11.8592
920505.0,12.472
920507.0,12.4738
920540.0,12.1793
920600.0,10.5769
920679.0,8.26794
920747.0,6.94314
920820.0,6.05769
920907.0,5.42576
921023.0,4.95551
921197.0,4.60103
921562.0,4.30973
922624.0,4.10212
925981.0,3.83237
926553.0,3.62398
926798.0,3.36035
926894.0,3.24913
926938.0,3.35166
926963.0,3.57582
926991.0,4.06774
927044.0,5.55145
927069.0,5.94361
927085.0,6.01667
927136.0,5.72801
927226.0,5.1057
927346.0,4.69119
927558.0,4.39675
928040.0,4.18081
929937.0,3.98708
939579.0,3.59733
941106.0,3.70179
941989.0,3.9939
942552.0,4.41626
943050.0,5.06617
943564.0,6.12261
944366.0,8.06856
944754.0,8.46531
944818.0,8.46996
945204.0,8.17015
946525.0,5.70922
946853.0,5.40698
946879.0,5.40562
947060.0,5.5557
947243.0,6.07111
947913.0,8.98738
948273.0,11.3816
948377.0,11.6043
948556.0,11.13
948943.0,9.08706
949148.0,8.40308
949213.0,8.33711
949315.0,8.56226
949374.0,9.02971
949445.0,10.1722
949518.0,12.1995
949602.0,14.6786
949655.0,15.2199
949724.0,14.5399
949874.0,11.7948
949992.0,10.3392
950168.0,9.05836
950404.0,8.12234
950815.0,7.2576
951482.0,6.54121
952736.0,5.87182
954944.0,5.32072
959063.0,4.85082
970841.0,4.10995
973147.0,3.84827
973608.0,3.92703
973872.0,4.15909
974045.0,4.50326
974218.0,5.13806
974363.0,6.00225
974704.0,8.71732
974819.0,9.1702
974877.0,9.22659
975058.0,8.84303
975535.0,7.07028
975947.0,6.16364
976524.0,5.502
977430.0,5.00078
979491.0,4.47989
982889.0,3.8684
983413.0,3.98195
983723.0,4.28153
983962.0,4.76087
984202.0,5.5787
984522.0,7.17804
984820.0,8.61361
985034.0,9.14857
985178.0,9.23777
985571.0,8.81396
986465.0,7.43046
987359.0,6.65931
988730.0,6.10628
991088.0,5.79031
992255.0,5.76479
994589.0,5.82795
995833.0,5.67447
996533.0,5.2444
997272.0,4.35464
997914.0,3.537
998381.0,3.17785
998867.0,3.04024
999022.0,3.03326
999960.0,3.17873
999975.0,3.26975
999985.0,3.46984
1000000.0,4.04369
1000020.0,4.62778
1000030.0,4.86578
1000060.0,4.90378
1005300.0,4.0225
1007100.0,4.25611
1007800.0,5.3137
1010100.0,4.25907
1019000.0,4.63078
1019960.0,4.15603
1024400.0,4.04809
1025800.0,3.90337
1027010.0,5.04089
1028300.0,9.89071
1030010.0,6.40258
1032200.0,5.10419
1033200.0,6.40326
1034400.0,4.23006
1035580.0,4.60759
1035780.0,5.27685
1036500.0,7.93872
1037570.0,5.53288
1037640.0,5.45202
1045600.0,4.66408
1046850.0,5.41685
1047220.0,5.85393
1047600.0,6.4096
1048460.0,4.92234
1048740.0,4.83296
1053700.0,4.52613
1055140.0,4.77005
1056000.0,5.45764
1057100.0,4.6122
1058000.0,5.0489
1058700.0,4.48912
1059900.0,6.85686
1061210.0,5.08087
1068300.0,4.77177
1071000.0,4.4646
1073400.0,2.58386
1076010.0,2.79823
1077550.0,3.32227
1077900.0,3.45985
1079400.0,3.09893
1081400.0,3.32107
1082300.0,4.9176
1084100.0,3.66417
1086400.0,3.77333
1087400.0,5.36921
1088200.0,4.34305
1089100.0,6.15975
1090200.0,4.71383
1091200.0,6.40902
1092320.0,4.0367
1101400.0,3.37524
1102760.0,4.38031
1102950.0,4.58761
1104500.0,7.67546
1109500.0,4.14533
1110600.0,2.67387
1112400.0,3.78946
1114200.0,7.05646
1116400.0,5.00291
1117700.0,8.07252
1118820.0,5.22822
1121300.0,4.43734
1122500.0,8.36739
1123500.0,4.15645
1124100.0,3.57347
1125600.0,4.04792
1127300.0,7.54901
1129300.0,6.53636
1130100.0,6.70269
1130990.0,4.7394
1135500.0,4.11302
1136380.0,5.28788
1137500.0,7.67605
1140880.0,4.93375
1146500.0,4.36753
1147590.0,5.27645
1148900.0,9.86615
1150000.0,7.10572
1151900.0,7.29243
1156250.0,5.12057
1162600.0,4.6741
1163700.0,5.60999
1164900.0,4.36294
1171800.0,4.10815
1173500.0,6.76315
1176200.0,4.67359
1178700.0,4.78826
1181900.0,4.04292
1184890.0,4.22694
1186200.0,6.97003
1187500.0,3.8351
1187550.0,3.81856
1189100.0,3.84515
1190180.0,6.26917
1190700.0,7.26167
1194050.0,4.37882
1197400.0,3.75515
1198710.0,5.8207
1199300.0,6.84252
1201100.0,4.70516
1204400.0,4.76576
1205200.0,5.57986
1206100.0,3.94595
1212400.0,3.22649
1213900.0,4.61495
1214800.0,4.36577
1216700.0,4.99871
1223000.0,2.91053
1223820.0,3.67104
1225900.0,8.03271
1227020.0,7.88768
1228300.0,5.23481
1230000.0,4.79324
1231010.0,6.46342
1232300.0,11.8926
1234400.0,6.75211
1236700.0,7.39396
1239600.0,7.68043
1245800.0,4.46639
1247500.0,4.59651
1249300.0,5.66654
1250000.0,7.06154
1250400.0,7.57921
1255290.0,5.30592
1259100.0,5.09968
1260400.0,5.26505
1270000.0,4.30697
1273100.0,4.77589
1273490.0,5.04643
1276200.0,7.4498
1281200.0,7.70773
1283600.0,6.93663
1284800.0,6.96902
1286700.0,5.70087
1289700.0,6.10785
1290800.0,7.04636
1292200.0,5.30278
1304600.0,4.83722
1310200.0,5.06787
1311400.0,6.32819
1312710.0,4.76124
1319800.0,4.73579
1322800.0,4.49409
1323900.0,4.73305
1325100.0,3.87897
1327500.0,5.13049
1331800.0,4.40885
1338200.0,4.38042
1339300.0,5.59163
1340800.0,3.66938
1341830.0,3.6488
1341900.0,3.66258
1343400.0,6.58423
1345100.0,4.18957
1346910.0,4.45347
1348000.0,5.85968
1349500.0,5.2322
1350800.0,6.65091
1352730.0,4.96183
1353180.0,4.86784
1365600.0,3.75949
1368040.0,4.11489
1372100.0,4.18502
1373200.0,5.10839
1375200.0,5.5025
1379900.0,7.77484
1389500.0,5.57169
1393600.0,5.64054
1398400.0,5.14544
1404400.0,5.34224
1405800.0,7.71689
1407180.0,4.38935
1407300.0,4.32065
1409800.0,4.19037
1411600.0,6.92524
1416100.0,5.27583
1422900.0,5.02402
1424450.0,5.99815
1426000.0,6.32953
1427400.0,8.78461
1429080.0,5.26389
