82-Pb-204(n,elastic) ENDF/B-VII.1
40875.0,11.0848
40877.0,11.5806
40878.8,12.6811
40880.7,14.8043
40883.6,18.85
40885.1,19.6851
40885.2,19.6859
40886.6,18.9435
40890.7,13.6586
40892.4,12.2719
40894.8,11.3953
40899.2,11.0394
40960.3,10.664
41435.8,9.21978
41538.5,8.46085
41577.8,7.80404
41603.9,6.93769
41619.0,6.01528
41628.2,5.08738
41634.4,4.17266
41639.3,3.19954
41644.0,2.00911
41646.2,1.44719
41647.3,1.24163
41648.0,1.15776
41648.4,1.14302
41649.0,1.16632
41649.5,1.25908
41650.1,1.44144
41650.6,1.72214
41651.1,2.10997
41651.7,2.65841
41652.2,3.41991
41652.8,4.44011
41653.5,5.93885
41654.2,8.13436
41655.0,11.258
41656.1,15.9882
41658.0,26.4989
41660.0,37.5827
41661.3,42.4348
41662.6,44.8139
41663.2,45.0378
41664.7,43.6688
41667.9,35.6118
41670.7,28.9833
41673.1,25.0802
41675.9,21.9148
41679.7,19.1662
41684.9,16.9325
41692.5,15.0117
41701.9,13.6753
41718.1,12.4143
41749.7,11.2822
41802.0,10.4851
41929.1,9.69783
42347.0,8.33393
42363.0,8.45034
42370.6,8.83261
42374.2,9.46373
42376.3,10.3837
42377.9,11.6655
42379.1,13.3895
42380.4,15.9522
42381.9,20.2579
42385.0,30.9691
42386.3,33.6065
42387.2,34.1339
42388.2,33.2832
42389.7,29.6874
42392.9,19.0603
42394.4,15.3231
42395.6,13.1711
42397.2,11.4266
42398.9,10.3709
42401.6,9.52904
42407.0,8.83587
42415.0,8.45538
42443.9,8.08194
42452.7,8.05985
42469.8,8.26939
42476.5,8.72447
42480.4,9.4391
42482.9,10.4042
42484.3,11.3971
42485.6,13.0195
42486.9,15.3413
42487.9,18.2158
42489.1,22.7927
42490.3,29.6871
42493.8,53.5567
42495.3,59.6694
42496.0,60.7312
42497.3,58.567
42498.6,52.4225
42501.9,29.9672
42503.2,23.3015
42504.2,19.3396
42505.5,16.007
42506.8,13.612
42508.4,11.9294
42510.0,10.8373
42511.7,10.1364
42515.0,9.30242
42520.8,8.57754
42532.5,7.98866
42565.6,7.40533
42681.4,6.06594
42737.5,5.09239
42777.3,4.1069
42806.5,3.13061
42830.2,2.13123
42861.5,0.602782
42866.8,0.379183
42870.3,0.254412
42872.6,0.18705
42874.4,0.147239
42875.9,0.121436
42877.0,0.108934
42878.2,0.101507
42878.6,0.100807
42879.8,0.103717
42881.0,0.115122
42882.2,0.13598
42883.3,0.165674
42884.6,0.212005
42885.9,0.273504
42887.4,0.367331
42889.0,0.497854
42890.7,0.681034
42892.5,0.913917
42894.4,1.23235
42896.4,1.64936
42898.6,2.25796
42901.0,3.06108
42903.3,4.07867
42905.9,5.5349
42908.6,7.39103
42911.5,10.0234
42914.4,13.3738
42917.9,18.4801
42922.2,26.3994
42933.6,51.1072
42937.7,57.447
42942.0,60.7862
42943.8,61.249
42950.4,59.1064
42972.0,41.4704
42983.5,34.7843
42997.0,29.4241
43011.8,25.6552
43019.9,24.6699
43023.4,25.4285
43025.4,27.555
43026.7,30.1871
43027.9,34.2858
43029.8,43.3292
43032.1,55.6822
43033.6,59.9652
43034.1,60.2763
43035.4,58.2102
43037.2,50.0493
43039.8,36.2733
43041.2,30.691
43042.7,26.6716
43044.7,23.9248
43047.3,22.1829
43054.4,20.3526
43069.0,18.675
43099.7,16.6911
43153.7,14.7297
43226.7,13.282
43361.0,11.9186
43601.0,10.7811
43662.5,10.6223
43679.0,10.7734
43684.7,11.2617
43686.7,11.8837
43688.7,13.2637
43689.9,14.9159
43691.4,17.8792
43695.0,27.2786
43696.5,29.6323
43697.1,29.8985
43698.5,28.7776
43700.4,24.3292
43702.7,18.3969
43704.2,15.465
43705.6,13.7223
43707.6,12.2678
43709.8,11.5897
43712.6,11.1839
43719.5,10.8156
43754.0,10.4567
43892.9,10.0562
43898.4,10.1632
43900.8,10.6041
43903.1,11.7582
43906.8,14.5226
43908.2,14.8822
43910.0,14.296
43914.1,11.4053
43915.7,10.7586
43918.9,10.2684
43945.4,10.0164
44454.1,8.86767
44461.3,9.04742
44463.1,9.42885
44464.6,10.1393
44466.5,11.6682
44469.4,14.6045
44471.1,15.2932
44471.1,15.2944
44472.8,14.7065
44476.9,10.8398
44478.9,9.7126
44480.4,9.32036
44485.1,8.95719
44670.6,7.82275
44736.3,7.07918
44779.0,6.25572
44808.6,5.33889
44828.3,4.42829
44843.2,3.46946
44854.8,2.50408
44865.5,1.42396
44872.3,0.710885
44874.8,0.490379
44876.6,0.360919
44877.7,0.296508
44878.8,0.25732
44879.7,0.239955
44880.1,0.238126
44880.9,0.246752
44881.4,0.265708
44882.2,0.308745
44883.0,0.375767
44883.8,0.476891
44884.6,0.614568
44885.5,0.795085
44886.3,1.02568
44887.2,1.36933
44888.3,1.86134
44889.3,2.47136
44890.5,3.32526
44891.6,4.44512
44892.9,5.94806
44894.2,8.0711
44895.7,11.0457
44897.4,15.14
44899.4,21.5187
44905.9,45.4989
44908.3,51.5986
44910.8,54.6471
44911.7,54.8796
44914.8,53.0767
44925.2,38.0884
44930.6,32.2253
44937.5,27.2398
44944.3,23.9045
44955.3,20.4733
44969.8,17.7762
44984.8,16.0616
45011.1,14.278
45053.8,12.7572
45119.5,11.5854
45280.0,9.94589
45315.7,9.14431
45328.4,8.48125
45336.5,7.68239
45342.0,6.70641
45345.6,5.65225
45348.7,4.56028
45349.9,4.35443
45350.7,4.42211
45351.6,4.78899
45352.3,5.44068
45353.1,6.53909
45353.9,8.25184
45355.0,11.0793
45357.0,18.0602
45358.6,23.0958
45359.9,25.8565
45361.0,26.6946
45362.3,26.2158
45364.9,22.7698
45367.7,18.9242
45370.0,16.8639
45372.4,15.5441
45377.6,14.0053
45383.4,13.1024
45396.1,12.1351
45422.4,11.3432
45493.5,10.6547
45743.0,9.97421
45801.9,9.91331
45841.2,10.1518
45850.1,10.5371
45855.8,11.2298
45859.4,12.2713
45861.9,13.7321
45863.5,15.4176
45865.2,18.0514
45866.8,21.9749
45868.7,28.3157
45871.7,39.0711
45873.1,42.2735
45874.1,42.9828
45875.6,41.6747
45877.3,37.1497
45881.0,24.258
45882.8,19.615
45884.5,16.8186
45886.1,14.9724
45888.6,13.3079
45892.2,12.0495
45897.9,11.1365
45906.8,10.552
45932.9,10.0471
46077.1,9.65182
46178.6,9.54028
46207.5,9.75417
46213.9,10.1879
46216.8,10.7863
46219.0,11.8786
46220.4,13.3082
46221.4,14.9844
46222.6,17.997
46223.9,22.2735
46225.5,29.9425
46227.8,42.2826
46229.1,46.615
46230.2,47.8615
46231.2,46.7281
46232.7,41.5024
46235.8,25.6287
46237.2,20.2093
46238.5,16.8442
46239.8,14.5023
46241.1,13.0577
46243.2,11.8314
46246.4,10.9599
46252.7,10.3065
46273.4,9.77854
46394.0,9.45383
47775.8,8.44538
47795.1,8.52392
47804.2,8.88998
47807.5,9.48752
47809.2,10.2831
47810.6,11.5702
47811.7,13.2631
47812.8,15.6573
47813.9,19.2779
47815.5,25.9455
47818.0,36.8597
47819.3,40.3252
47820.2,41.0841
47821.4,39.7122
47822.9,34.8975
47825.9,21.7143
47827.3,17.2914
47828.5,14.4053
47829.9,12.4431
47831.5,11.0816
47832.5,10.5382
47835.4,9.76036
47841.2,9.16805
47857.1,8.72716
47939.9,8.41542
48535.2,7.49743
48783.3,6.68425
48925.5,5.81724
49004.9,5.03073
49064.5,4.16687
49110.8,3.22973
49143.8,2.35441
49173.6,1.40192
49197.4,0.600367
49204.8,0.381059
49209.6,0.262855
49212.9,0.195365
49215.5,0.153606
49217.6,0.127614
49219.7,0.112175
49221.1,0.10705
49222.0,0.106424
49223.5,0.110804
49225.1,0.122622
49226.6,0.142699
49228.4,0.17656
49230.3,0.22679
49232.1,0.293655
49234.2,0.390086
49236.5,0.526985
49238.9,0.719079
49241.4,0.963405
49244.2,1.31239
49247.2,1.79236
49250.1,2.37974
49253.4,3.22842
49256.7,4.3031
49260.4,5.79991
49264.1,7.742
49268.1,10.3693
49272.6,14.198
49278.0,19.9313
49285.4,29.739
49296.0,44.0756
49300.0,48.151
49306.6,52.1827
49310.6,52.9198
49317.2,51.9383
49335.7,43.0827
49352.2,35.503
49368.8,30.0404
49385.3,26.1988
49405.2,22.9738
49431.6,20.0866
49468.0,17.5692
49520.9,15.3901
49600.3,13.5805
49706.1,12.2828
49891.4,11.132
49990.6,10.7719
49995.4,10.952
50004.9,12.6366
50019.2,12.8107
119553.0,11.0284
239106.0,9.06425
379218.0,7.49025
525000.0,6.35855
700000.0,5.48426
876808.0,4.99517
1000000.0,4.58726
1200000.0,4.30957
1280300.0,4.31022
1400000.0,4.21885
1571000.0,4.24367
1600000.0,4.21374
1689510.0,4.26578
1800000.0,4.16713
1957980.0,4.252
2000000.0,4.2296
2900000.0,4.81474
3500000.0,4.92199
4341350.0,4.71735
6308380.0,3.62693
7600000.0,2.97211
8750000.0,2.62136
9763950.0,2.47394
1.06295E7,2.43589
1.23224E7,2.52558
1.71659E7,3.11019
2.0E7,3.26784
2.1E7,3.2743
2.45E7,3.1392
3.45E7,2.27815
3.9E7,2.0428
4.35E7,1.96785
4.4E7,1.9672
5.0E7,2.06245
6.8E7,2.6235
7.85E7,2.77415
8.3E7,2.7882
9.6E7,2.6929
1.5E8,1.76375
1.74E8,1.4679
2.0E8,1.2565
