82-Pb-204(n,&gamma;) ENDF/B-VII.1
2480.0,57.4554
2480.47,56.3525
2481.23,50.5762
2483.11,29.7617
2483.93,22.7101
2484.66,17.9791
2485.48,14.0385
2486.29,11.2235
2487.17,8.96965
2488.12,7.18783
2489.14,5.7871
2490.31,4.6247
2491.63,3.68484
2493.02,2.96906
2494.66,2.35986
2496.49,1.87797
2498.54,1.49353
2500.62,1.21243
2502.92,0.984041
2505.67,0.787002
2508.59,0.635549
2511.88,0.512112
2515.54,0.412914
2519.6,0.333348
2524.61,0.263621
2529.73,0.212513
2535.57,0.170557
2541.43,0.140009
2548.74,0.112274
2556.05,0.092108
2564.82,0.0744844
2572.87,0.0625348
2583.84,0.050557
2595.54,0.0412991
2608.7,0.0337599
2623.32,0.0277756
2637.95,0.0234144
2655.5,0.0197691
2670.12,0.0179789
2675.98,0.0176948
2682.56,0.0182044
2686.58,0.019125
2690.24,0.0211814
2692.67,0.0237575
2694.43,0.0268869
2695.91,0.0310083
2697.13,0.0362546
2698.16,0.0427937
2699.01,0.0507566
2699.81,0.0616841
2700.48,0.0751919
2701.06,0.092094
2701.5,0.110888
2701.88,0.132756
2702.17,0.156874
2702.46,0.189546
2702.68,0.22379
2702.89,0.272515
2703.07,0.33442
2703.25,0.416419
2703.39,0.513345
2703.54,0.646017
2703.68,0.827129
2703.82,1.05167
2703.96,1.38297
2704.11,1.82082
2704.26,2.37686
2704.44,3.24431
2704.64,4.45011
2704.9,6.46352
2705.48,11.3169
2705.73,12.7547
2705.98,13.3466
2706.0,13.3493
2706.24,12.8897
2706.49,11.5522
2706.88,8.36788
2707.25,5.27615
2707.47,3.76056
2707.64,2.82433
2707.81,2.10246
2707.96,1.58746
2708.09,1.25382
2708.23,0.970176
2708.36,0.765399
2708.5,0.611134
2708.65,0.481698
2708.81,0.384452
2708.98,0.312309
2709.15,0.260992
2709.37,0.215673
2709.6,0.180776
2709.92,0.147762
2710.31,0.120624
2710.77,0.0978018
2711.29,0.0804976
2711.92,0.0654844
2712.56,0.0549626
2713.33,0.045978
2714.23,0.0386272
2715.38,0.0321697
2716.53,0.0277423
2718.06,0.0237033
2719.98,0.0203737
2722.28,0.01778
2725.61,0.0154451
2729.87,0.0136427
2735.19,0.01235
2740.5,0.0113621
2752.37,0.010077
2768.18,0.00892427
2795.85,0.00760404
2835.39,0.00639465
2874.92,0.00554678
2922.36,0.00480687
2985.62,0.00414072
3068.05,0.00357368
3154.11,0.003183
3264.06,0.00285069
3429.7,0.00254036
3597.15,0.0024082
3607.0,0.00240757
3677.92,0.00248599
3709.44,0.00264267
3727.17,0.00284011
3740.96,0.00313125
3751.54,0.00353318
3759.48,0.00404213
3765.39,0.00464694
3770.31,0.00542234
3774.2,0.00631523
3777.95,0.00758912
3781.12,0.00919754
3783.71,0.0111108
3785.93,0.0134498
3787.9,0.0164111
3789.62,0.0200799
3791.12,0.0245681
3792.5,0.0303872
3793.66,0.0372514
3794.69,0.0457851
3795.58,0.0558949
3796.42,0.0691282
3797.1,0.0841794
3797.73,0.102962
3798.34,0.128186
3798.83,0.157118
3799.27,0.193736
3799.64,0.237267
3799.96,0.291963
3800.21,0.352728
3800.4,0.420528
3800.6,0.514639
3800.78,0.630546
3800.94,0.782219
3801.11,0.988638
3801.28,1.26849
3801.44,1.63172
3801.61,2.14208
3801.79,2.81075
3801.96,3.68031
3802.17,4.99109
3802.4,6.88454
3802.73,10.1068
3803.33,16.6284
3803.64,19.0822
3803.94,20.194
3804.0,20.2248
3804.28,19.5598
3804.56,17.6176
3805.01,12.9441
3805.47,8.10035
3805.72,5.80576
3805.95,4.23369
3806.15,3.11763
3806.32,2.36187
3806.49,1.82672
3806.64,1.43277
3806.8,1.13131
3806.95,0.902937
3807.13,0.710216
3807.3,0.576023
3807.5,0.464109
3807.69,0.384398
3807.94,0.314115
3808.19,0.264401
3808.49,0.219702
3808.86,0.181351
3809.29,0.149144
3809.81,0.121327
3810.44,0.097338
3811.1,0.0792338
3811.88,0.064056
3812.74,0.0519696
3813.73,0.0420763
3814.88,0.0338329
3816.09,0.0277077
3817.59,0.022302
3819.32,0.0179805
3821.24,0.0146211
3823.31,0.0120797
3825.72,0.00999236
3828.72,0.00820145
3832.27,0.00677913
3836.34,0.00570491
3840.59,0.00492588
3846.85,0.00417513
3855.5,0.00355611
3865.89,0.00312781
3879.74,0.00280663
3897.05,0.00258126
3917.82,0.00242806
3959.37,0.00228926
4028.61,0.00220379
4056.31,0.0021862
4130.96,0.00221406
4174.68,0.00229721
4199.4,0.00243217
4218.06,0.00265379
4230.5,0.00295895
4238.28,0.00330086
4245.28,0.0037864
4249.94,0.00430859
4254.47,0.00507937
4257.76,0.00590618
4260.5,0.00690539
4263.18,0.00830771
4265.3,0.00991048
4267.16,0.0118833
4268.93,0.0145562
4270.43,0.0177926
4271.67,0.021512
4272.91,0.0267562
4273.88,0.0325564
4274.81,0.0402812
4275.65,0.0501894
4276.32,0.0611159
4276.87,0.0734836
4277.45,0.0913039
4277.91,0.111677
4278.29,0.134807
4278.62,0.163805
4278.88,0.197072
4279.12,0.238572
4279.33,0.292064
4279.53,0.364203
4279.7,0.454003
4279.88,0.577913
4280.05,0.737297
4280.22,0.954224
4280.39,1.24256
4280.56,1.61959
4280.75,2.17874
4280.93,2.87163
4281.17,3.9839
4281.43,5.56706
4281.89,8.88518
4282.32,12.018
4282.67,13.8493
4282.98,14.4516
4283.0,14.4537
4283.29,13.9692
4283.64,12.2961
4284.22,8.06972
4284.62,5.25116
4284.88,3.7526
4285.09,2.78063
4285.27,2.10694
4285.45,1.59784
4285.63,1.20701
4285.79,0.941818
4285.96,0.724562
4286.12,0.578412
4286.3,0.454443
4286.47,0.364581
4286.65,0.29921
4286.84,0.247343
4287.04,0.209544
4287.31,0.171254
4287.62,0.141703
4288.02,0.115356
4288.49,0.0939281
4288.98,0.0774716
4289.58,0.0631727
4290.3,0.0508967
4291.08,0.0414676
4292.0,0.0334077
4293.09,0.0268122
4294.33,0.0215616
4295.66,0.0176133
4297.2,0.014359
4298.8,0.0119744
4300.66,0.00998158
4302.82,0.0083356
4305.26,0.00703491
4308.18,0.0059465
4311.77,0.00504145
4315.25,0.00443853
4321.06,0.00377668
4326.86,0.00335666
4336.15,0.00294792
4347.76,0.00266626
4366.33,0.0024379
4394.19,0.00229507
4438.48,0.00222312
4459.19,0.00221218
4541.03,0.00231305
4581.96,0.0024947
4609.24,0.00275644
4629.7,0.00313425
4643.34,0.00358033
4653.57,0.00412741
4662.09,0.00482008
4668.91,0.00564038
4675.24,0.00679898
4680.06,0.00808697
4684.2,0.00967473
4687.84,0.011641
4690.96,0.0140065
4693.95,0.0171892
4696.68,0.0213662
4699.02,0.0264913
4701.1,0.0329554
4702.79,0.0403303
4704.35,0.0497868
4705.68,0.0609692
4706.98,0.0761908
4708.12,0.0949936
4709.03,0.115788
4709.94,0.144609
4710.69,0.177668
4711.37,0.219551
4712.0,0.2744
4712.49,0.333423
4712.9,0.400753
4713.25,0.482243
4713.58,0.586401
4713.87,0.721263
4714.1,0.869568
4714.32,1.06772
4714.54,1.34518
4714.73,1.68603
4714.92,2.12155
4715.11,2.73424
4715.31,3.54844
4715.5,4.61139
4715.7,5.96897
4715.93,7.97478
4716.21,11.0983
4716.56,15.9526
4717.22,26.0479
4717.56,29.9853
4717.89,31.9195
4718.0,32.0629
4718.31,31.0063
4718.65,27.7412
4719.21,19.6077
4719.69,12.4369
4719.97,9.05092
4720.2,6.82699
4720.41,5.16165
4720.63,3.87385
4720.82,2.98222
4721.02,2.30751
4721.21,1.80793
4721.4,1.43785
4721.6,1.16455
4721.82,0.93774
4722.06,0.759656
4722.29,0.640859
4722.62,0.520089
4722.94,0.434978
4723.35,0.358276
4723.83,0.292392
4724.44,0.234726
4725.12,0.188528
4725.8,0.15517
4726.58,0.127153
4727.49,0.103329
4728.53,0.0836465
4729.67,0.0680769
4731.06,0.0544026
4732.62,0.0436393
4734.38,0.0350875
4736.2,0.0287542
4738.41,0.0232381
4741.01,0.0186826
4743.87,0.0151889
4747.06,0.0124541
4750.76,0.010225
4754.4,0.00866359
4758.56,0.0073768
4764.41,0.00611988
4770.26,0.00525419
4777.27,0.00452906
4786.63,0.0038938
4795.99,0.00347372
4810.02,0.00307029
4828.74,0.0027467
4861.49,0.00246152
4908.27,0.00227805
4996.33,0.00216286
5084.39,0.00213422
5343.69,0.00218233
5700.83,0.00239597
5898.58,0.00261573
6053.08,0.00286904
6163.16,0.00317192
6251.22,0.00352305
6336.84,0.00407778
6395.57,0.00471669
6439.62,0.00547097
6473.88,0.00636086
6503.24,0.00750167
6527.71,0.00892206
6547.29,0.0105487
6564.42,0.0125946
6579.1,0.0150772
6591.33,0.0179541
6603.57,0.022009
6614.58,0.0272446
6624.37,0.0339257
6631.71,0.0409864
6639.05,0.0507904
6645.17,0.0622007
6650.67,0.0763869
6655.57,0.0937855
6660.34,0.117503
6664.25,0.14459
6667.68,0.176928
6671.1,0.222088
6674.1,0.277837
6676.67,0.344436
6679.12,0.433077
6681.14,0.535216
6682.73,0.643785
6684.38,0.795902
6685.85,0.981533
6687.22,1.22137
6688.45,1.51659
6689.58,1.89581
6690.56,2.34983
6691.49,2.9493
6692.35,3.71773
6693.07,4.60266
6693.8,5.83372
6694.5,7.44159
6695.19,9.53559
6695.98,12.631
6697.63,20.3379
6698.41,22.872
6699.0,23.5035
6699.69,22.6441
6700.41,20.1747
6702.3,11.4295
6703.07,8.67012
6703.76,6.78399
6704.41,5.42797
6705.15,4.30606
6705.93,3.43806
6706.78,2.74753
6707.73,2.19651
6708.7,1.78882
6709.86,1.43113
6711.04,1.16772
6712.43,0.940408
6713.93,0.76256
6715.64,0.615
6717.6,0.493489
6719.86,0.393016
6722.31,0.315529
6724.82,0.257834
6727.75,0.208519
6730.81,0.170999
6734.24,0.140177
6738.15,0.114203
6742.43,0.0934096
6747.33,0.0760944
6752.83,0.0619891
6758.95,0.0506569
6766.29,0.040935
6774.86,0.0329768
6784.65,0.0266871
6794.43,0.0222067
6806.67,0.0182427
6821.35,0.0149883
6836.03,0.0127393
6855.61,0.0106892
6884.58,0.00881206
6908.55,0.0078353
6941.19,0.00700465
6956.5,0.0067181
7004.45,0.00618388
7076.38,0.00592024
7100.35,0.00589435
7196.25,0.00611702
7316.12,0.0068479
7436.0,0.00804424
7531.9,0.0094644
7627.8,0.0114871
7711.71,0.0140253
7783.64,0.0170822
7843.58,0.0205726
7903.51,0.0254619
7957.46,0.0316314
7999.41,0.0383005
8041.37,0.0474071
8077.33,0.0581513
8112.1,0.0726463
8140.87,0.0893931
8164.84,0.10826
8188.81,0.134125
8211.59,0.168125
8231.37,0.209667
8248.15,0.258398
8264.34,0.323509
8279.32,0.408413
8291.31,0.50261
8303.3,0.632942
8313.79,0.792372
8322.78,0.980526
8330.27,1.19118
8337.76,1.47335
8345.25,1.86018
8352.0,2.33975
8357.99,2.9164
8363.98,3.68915
8370.19,4.7582
8376.78,6.23491
8388.05,9.02864
8391.64,9.58462
8394.95,9.7636
8399.79,9.3868
8406.27,8.00643
8416.97,5.32382
8423.62,4.042
8429.61,3.17731
8435.61,2.5322
8442.35,1.99812
8448.34,1.64492
8455.84,1.31528
8463.33,1.07218
8472.32,0.857678
8482.81,0.678224
8493.3,0.548839
8505.29,0.441108
8517.87,0.358768
8532.26,0.28969
8548.44,0.233288
8567.62,0.18553
8586.8,0.151001
8610.78,0.120023
8634.75,0.0976276
8663.52,0.0782922
8692.29,0.0642785
8729.45,0.0512639
8766.61,0.0420845
8808.57,0.0344371
8850.53,0.0288599
8898.47,0.0242378
8958.41,0.0202456
9006.36,0.0181696
9042.33,0.0175755
9055.81,0.0180735
9063.29,0.0189382
9069.25,0.0203601
9073.53,0.0220734
9077.43,0.0249178
9080.03,0.0280457
9081.97,0.0316514
9084.01,0.0374327
9085.41,0.0433652
9086.8,0.0521671
9087.82,0.0617129
9088.74,0.0742516
9089.49,0.0887548
9090.15,0.107682
9090.67,0.130225
9091.09,0.157333
9091.41,0.186903
9091.72,0.229362
9091.98,0.279729
9092.25,0.349927
9092.47,0.431881
9092.7,0.540643
9092.95,0.702733
9093.2,0.924563
9093.46,1.21821
9093.71,1.59866
9093.99,2.12731
9094.32,2.94473
9094.73,4.20227
9095.41,6.76815
9096.08,9.25099
9096.56,10.4709
9097.0,10.8688
9097.46,10.4487
9097.96,9.13216
9099.28,4.16053
9099.65,3.01032
9099.98,2.20517
9100.27,1.62658
9100.54,1.22025
9100.79,0.93828
9101.02,0.729191
9101.26,0.566353
9101.5,0.444727
9101.74,0.354697
9101.98,0.288339
9102.25,0.234229
9102.57,0.190108
9102.88,0.159472
9103.3,0.1315
9103.72,0.112268
9104.32,0.0932019
9105.04,0.0775527
9105.88,0.064871
9106.96,0.0536671
9108.04,0.0459016
9109.54,0.0384899
9111.34,0.0326324
9113.44,0.0281655
9116.44,0.0241631
9120.04,0.0212787
9123.97,0.0193891
9131.6,0.0173037
9145.74,0.0155965
9166.93,0.0145971
9211.68,0.0139345
9225.81,0.013907
9287.04,0.0145258
9334.14,0.0159618
9371.82,0.0180481
9404.79,0.0209885
9433.05,0.0248475
9456.6,0.0295799
9475.44,0.0349644
9494.28,0.0425501
9508.41,0.0504551
9522.54,0.0613103
9534.9,0.0744756
9547.27,0.0929711
9557.87,0.115519
9566.7,0.14172
9574.64,0.174187
9581.89,0.214722
9588.24,0.263964
9593.9,0.324034
9598.84,0.395545
9603.43,0.48584
9607.56,0.596385
9611.5,0.741846
9615.21,0.932699
9618.36,1.16003
9621.07,1.42857
9623.57,1.76842
9625.95,2.21805
9628.04,2.76707
9629.93,3.45193
9631.55,4.25757
9633.2,5.38905
9634.64,6.76367
9635.96,8.49236
9637.29,10.8589
9638.61,14.0929
9640.0,18.5974
9642.93,30.3568
9643.87,33.1301
9645.0,34.4282
9646.04,33.3237
9647.33,29.39
9650.23,17.7721
9651.54,13.669
9652.86,10.5451
9654.18,8.26213
9655.54,6.56155
9656.95,5.26362
9658.42,4.26761
9660.07,3.44571
9661.96,2.76166
9664.08,2.20689
9666.52,1.75034
9669.11,1.40462
9671.85,1.13919
9675.14,0.908218
9678.44,0.741402
9682.44,0.59363
9686.57,0.483276
9691.16,0.393142
9696.81,0.313186
9702.46,0.255514
9709.53,0.20363
9717.12,0.164041
9725.07,0.133771
9733.9,0.109207
9744.5,0.087904
9756.86,0.0702865
9770.64,0.0564349
9786.01,0.0455012
9802.79,0.0370566
9821.62,0.0302201
9842.82,0.0247176
9866.37,0.0203667
9894.63,0.0166496
9927.6,0.0136163
9965.28,0.0112127
10012.4,0.00916391
10059.5,0.00773131
10116.0,0.00652861
10186.7,0.0054975
10266.7,0.00469041
10379.8,0.00394111
10513.7,0.00338693
10647.7,0.00302102
10834.4,0.00270708
11022.8,0.00256422
11049.6,0.00256036
11150.1,0.00262044
11210.4,0.00276134
11246.0,0.00299184
11263.8,0.00320671
11281.5,0.00354199
11294.8,0.00399302
11305.9,0.00459782
11314.4,0.00530842
11322.2,0.00635639
11327.7,0.00747249
11332.3,0.00885118
11336.6,0.0106865
11340.1,0.0128446
11343.3,0.0155539
11346.0,0.0189082
11348.3,0.0229389
11350.5,0.0281043
11352.2,0.0339538
11354.0,0.0420877
11355.5,0.052332
11356.9,0.0645003
11358.1,0.0800185
11359.1,0.0987364
11360.0,0.121913
11360.7,0.148157
11361.4,0.182787
11361.9,0.217619
11362.4,0.266846
11362.8,0.323169
11363.1,0.39776
11363.5,0.491977
11363.8,0.623445
11364.1,0.791583
11364.4,1.00318
11364.7,1.28233
11364.9,1.6454
11365.2,2.12302
11365.6,2.83723
11366.0,3.85391
11366.4,5.39338
11367.2,8.67823
11367.9,11.6197
11368.5,13.0838
11369.0,13.6141
11369.5,13.2061
11370.0,11.8826
11370.8,8.80231
11371.5,5.5193
11372.0,3.88261
11372.4,2.86016
11372.8,2.14104
11373.1,1.61781
11373.4,1.253
11373.7,0.974891
11374.0,0.756867
11374.3,0.596981
11374.6,0.480128
11374.9,0.384207
11375.3,0.315206
11375.7,0.255612
11376.2,0.209862
11376.8,0.171659
11377.5,0.13853
11378.4,0.111632
11379.3,0.0904666
11380.4,0.0740842
11381.5,0.0605229
11382.8,0.0494836
11384.4,0.0402056
11386.1,0.0329001
11388.0,0.0268251
11390.3,0.0217277
11392.9,0.0177589
11395.8,0.0145622
11399.3,0.011951
11403.0,0.00995225
11407.8,0.00821811
11413.3,0.00686302
11420.3,0.00574961
11429.2,0.00485356
11439.9,0.00418951
11457.8,0.00357556
11479.3,0.00320653
11500.7,0.00300317
11529.4,0.00286459
11600.9,0.00276134
11615.2,0.00275827
11758.3,0.00290207
11901.4,0.00325615
12030.2,0.00378355
12130.3,0.00441767
12216.2,0.00521394
12302.0,0.00638822
12359.3,0.00750444
12416.5,0.00904089
12466.6,0.0109277
12516.7,0.0135554
12559.6,0.0167848
12593.9,0.0203918
12628.3,0.0254157
12656.9,0.0313015
12682.6,0.0385989
12705.2,0.0474461
12725.6,0.0582694
12746.0,0.0734934
12763.7,0.0922015
12778.5,0.114019
12791.4,0.139861
12803.9,0.174232
12814.6,0.214577
12825.4,0.270117
12834.3,0.333704
12843.3,0.420799
12851.3,0.528689
12858.5,0.658348
12866.1,0.845231
12873.2,1.07802
12881.3,1.42295
12893.3,2.00325
12899.0,2.18714
12902.9,2.22818
12907.6,2.17248
12913.3,1.97458
12929.5,1.20599
12937.0,0.92958
12944.1,0.730706
12951.3,0.5823
12959.3,0.459459
12967.4,0.369537
12976.3,0.296127
12985.3,0.241888
12996.0,0.193939
13008.5,0.153746
13021.0,0.124713
13035.4,0.1005
13050.4,0.0819612
13067.6,0.0663913
13084.7,0.0548894
13106.2,0.0443654
13129.1,0.0361603
13154.8,0.0294319
13183.5,0.0240473
13212.1,0.0200877
13246.4,0.0166777
13275.0,0.0147002
13301.5,0.0136328
13310.8,0.0135183
13325.1,0.0139281
13332.3,0.0146417
13341.2,0.016559
13346.6,0.0189388
13350.1,0.0215283
13353.3,0.0250219
13356.0,0.0296463
13358.2,0.035446
13360.2,0.0432298
13361.9,0.0528106
13363.1,0.0630811
13364.4,0.0777575
13365.3,0.0940649
13366.1,0.112413
13366.7,0.132599
13367.3,0.161128
13367.8,0.194424
13368.3,0.237896
13368.7,0.293901
13369.0,0.366785
13369.4,0.463402
13369.7,0.580841
13370.0,0.737831
13370.3,0.956835
13370.6,1.26072
13371.0,1.65816
13371.3,2.23845
13371.8,3.08855
13372.3,4.32185
13373.8,8.87064
13374.4,10.1419
13374.9,10.6447
13375.0,10.6484
13375.6,10.2272
13376.1,9.11491
13377.1,6.18438
13377.8,4.01417
13378.3,2.86116
13378.7,2.1403
13379.1,1.60099
13379.4,1.20932
13379.7,0.936232
13380.0,0.7265
13380.3,0.580645
13380.7,0.453808
13381.0,0.361981
13381.3,0.295419
13381.7,0.24093
13382.1,0.198975
13382.5,0.168953
13383.1,0.138706
13383.8,0.115223
13384.6,0.0941211
13385.6,0.0769726
13386.8,0.0632161
13388.1,0.0519423
13389.5,0.0433844
13391.2,0.0360945
13393.2,0.0301429
13395.8,0.0249246
13398.4,0.0213525
13401.7,0.0181719
13405.7,0.0155885
13411.4,0.0132697
13418.7,0.0114344
13428.2,0.00999064
13439.7,0.0089705
13455.5,0.00798345
13476.8,0.0071699
13510.7,0.00625242
13561.7,0.00533801
13638.0,0.00442328
13719.4,0.00374954
13787.3,0.00333212
13895.8,0.00285698
14004.3,0.0025342
14112.8,0.00232125
14248.5,0.00219134
14275.6,0.00218107
14384.1,0.00224366
14457.8,0.0024193
14516.1,0.0027129
14559.7,0.00310684
14593.7,0.00360407
14622.8,0.00426865
14647.1,0.00511679
14666.5,0.0061067
14684.7,0.00747288
14699.3,0.00905706
14712.0,0.0110225
14723.0,0.013385
14732.1,0.0160934
14741.2,0.0198135
14749.3,0.0245456
14755.4,0.0293412
14762.2,0.0367626
14767.2,0.0442623
14772.7,0.0555323
14777.3,0.0688136
14781.4,0.0854229
14785.3,0.107068
14788.7,0.134091
14791.5,0.165737
14794.1,0.204723
14796.2,0.250399
14798.3,0.309331
