energy_eV,xs_barns
5.48828200E-05,3.96370600E-04
5.50781300E-05,3.95667200E-04
5.52734400E-05,3.94967600E-04
5.54687500E-05,3.94271600E-04
5.56640700E-05,3.93579300E-04
5.58593800E-05,3.92890600E-04
5.60546900E-05,3.92205500E-04
5.62500000E-05,3.91524100E-04
5.64453200E-05,3.90846100E-04
5.66406300E-05,3.90171600E-04
5.68359400E-05,3.89500700E-04
5.70312500E-05,3.88833200E-04
5.72265700E-05,3.88169000E-04
5.74218800E-05,3.87508300E-04
5.76171900E-05,3.86851000E-04
5.78125000E-05,3.86197000E-04
5.80078200E-05,3.85546300E-04
5.82031300E-05,3.84898800E-04
5.83984400E-05,3.84254700E-04
5.85937500E-05,3.83613700E-04
5.87890700E-05,3.82976000E-04
5.89843800E-05,3.82341400E-04
5.91796900E-05,3.81709900E-04
5.93750000E-05,3.81081600E-04
5.95703200E-05,3.80456400E-04
5.97656300E-05,3.79834200E-04
5.99609400E-05,3.79215100E-04
6.01562500E-05,3.78599000E-04
6.03515700E-05,3.77985900E-04
6.05468800E-05,3.77375700E-04
6.07421900E-05,3.76768600E-04
6.09375000E-05,3.76164300E-04
6.11328200E-05,3.75562900E-04
6.13281300E-05,3.74964400E-04
6.15234400E-05,3.74368800E-04
6.17187500E-05,3.73775900E-04
6.19140700E-05,3.73185900E-04
6.21093800E-05,3.72598700E-04
6.23046900E-05,3.72014200E-04
6.25000000E-05,3.71432500E-04
6.26953200E-05,3.70853500E-04
6.28906300E-05,3.70277200E-04
6.30859400E-05,3.69703600E-04
6.32812500E-05,3.69132600E-04
6.34765700E-05,3.68564300E-04
6.36718800E-05,3.67998600E-04
6.38671900E-05,3.67435500E-04
6.40625000E-05,3.66874900E-04
6.42578200E-05,3.66316900E-04
6.44531300E-05,3.65761500E-04
6.46484400E-05,3.65208600E-04
6.48437500E-05,3.64658200E-04
6.50390700E-05,3.64110200E-04
6.52343800E-05,3.63564800E-04
6.54296900E-05,3.63021700E-04
6.56250000E-05,3.62481100E-04
6.58203200E-05,3.61942900E-04
6.60156300E-05,3.61407100E-04
6.62109400E-05,3.60873700E-04
6.64062500E-05,3.60342600E-04
6.66015700E-05,3.59813800E-04
6.67968800E-05,3.59287400E-04
6.69921900E-05,3.58763300E-04
6.71875000E-05,3.58241500E-04
6.73828200E-05,3.57721900E-04
6.75781300E-05,3.57204600E-04
6.77734400E-05,3.56689500E-04
6.79687500E-05,3.56176700E-04
6.81640700E-05,3.55666000E-04
6.83593800E-05,3.55157600E-04
6.85546900E-05,3.54651300E-04
6.87500000E-05,3.54147200E-04
6.89453200E-05,3.53645200E-04
6.91406300E-05,3.53145400E-04
6.93359400E-05,3.52647600E-04
6.95312500E-05,3.52152000E-04
6.97265700E-05,3.51658400E-04
6.99218800E-05,3.51167000E-04
7.01171900E-05,3.50677600E-04
7.03125000E-05,3.50190200E-04
7.05078200E-05,3.49704800E-04
7.07031300E-05,3.49221500E-04
7.08984400E-05,3.48740100E-04
7.10937500E-05,3.48260800E-04
7.12890700E-05,3.47783400E-04
7.14843800E-05,3.47307900E-04
7.16796900E-05,3.46834400E-04
7.18750000E-05,3.46362900E-04
7.20703200E-05,3.45893200E-04
7.22656300E-05,3.45425500E-04
7.24609400E-05,3.44959700E-04
7.26562500E-05,3.44495700E-04
7.28515700E-05,3.44033600E-04
7.30468800E-05,3.43573400E-04
7.32421900E-05,3.43115000E-04
7.34375000E-05,3.42658400E-04
7.36328200E-05,3.42203600E-04
7.38281300E-05,3.41750700E-04
7.40234400E-05,3.41299600E-04
7.42187500E-05,3.40850200E-04
7.44140700E-05,3.40402600E-04
7.46093800E-05,3.39956800E-04
7.48046900E-05,3.39512700E-04
7.50000000E-05,3.39070300E-04
7.51953200E-05,3.38629700E-04
7.53906300E-05,3.38190800E-04
7.55859400E-05,3.37753500E-04
7.57812500E-05,3.37318000E-04
7.59765700E-05,3.36884200E-04
7.61718800E-05,3.36452000E-04
7.63671900E-05,3.36021500E-04
7.65625000E-05,3.35592600E-04
7.67578200E-05,3.35165400E-04
7.69531300E-05,3.34739800E-04
7.71484400E-05,3.34315800E-04
7.73437500E-05,3.33893400E-04
7.75390700E-05,3.33472600E-04
7.77343800E-05,3.33053400E-04
7.79296900E-05,3.32635800E-04
7.81250000E-05,3.32219800E-04
7.83203200E-05,3.31805300E-04
7.85156300E-05,3.31392300E-04
7.87109400E-05,3.30980900E-04
7.89062500E-05,3.30571100E-04
7.91015700E-05,3.30162700E-04
7.92968800E-05,3.29755800E-04
7.94921900E-05,3.29350500E-04
7.96875000E-05,3.28946700E-04
7.98828200E-05,3.28544300E-04
8.00781300E-05,3.28143400E-04
