energy_eV,xs_barns
3.99218800E-04,1.86921500E-03
4.01562500E-04,1.86375300E-03
4.03906300E-04,1.85833700E-03
4.06250000E-04,1.85296900E-03
4.08593800E-04,1.84764700E-03
4.10937500E-04,1.84237100E-03
4.13281300E-04,1.83713900E-03
4.15625000E-04,1.83195200E-03
4.17968800E-04,1.82680900E-03
4.20312500E-04,1.82170800E-03
4.22656300E-04,1.81665000E-03
4.25000000E-04,1.81163400E-03
4.27343800E-04,1.80666000E-03
4.29687500E-04,1.80172600E-03
4.32031300E-04,1.79683200E-03
4.34375000E-04,1.79197800E-03
4.36718800E-04,1.78716300E-03
4.39062500E-04,1.78238700E-03
4.41406300E-04,1.77764800E-03
4.43750000E-04,1.77294800E-03
4.46093800E-04,1.76828400E-03
4.48437500E-04,1.76365700E-03
4.50781300E-04,1.75906600E-03
4.53125000E-04,1.75451100E-03
4.55468800E-04,1.74999100E-03
4.57812500E-04,1.74550600E-03
4.60156300E-04,1.74105500E-03
4.62500000E-04,1.73663800E-03
4.64843800E-04,1.73225500E-03
4.67187500E-04,1.72790400E-03
4.69531300E-04,1.72358600E-03
4.71875000E-04,1.71930100E-03
4.74218800E-04,1.71504700E-03
4.76562500E-04,1.71082400E-03
4.78906300E-04,1.70663300E-03
4.81250000E-04,1.70247200E-03
4.83593800E-04,1.69834200E-03
4.85937500E-04,1.69424100E-03
