82-Pb-207(n,&gamma;) ENDF/B-VII.1
68536.7,5.80231E-4
68566.6,5.22117E-4
68610.8,4.7102E-4
68679.2,4.29632E-4
68804.6,3.96977E-4
69063.6,3.75081E-4
70156.1,3.58361E-4
71802.7,3.5152E-4
72476.0,3.59769E-4
72668.3,3.77949E-4
72764.5,4.06431E-4
72812.6,4.37457E-4
72852.7,4.85993E-4
72876.7,5.36096E-4
72900.8,6.18432E-4
72916.8,7.06247E-4
72930.8,8.23119E-4
72942.9,9.74292E-4
72952.9,0.00116169
72961.9,0.00141064
72969.4,0.00171363
72975.7,0.00207595
72981.4,0.00253626
72986.3,0.00308463
72991.1,0.00382623
72995.4,0.00471491
72999.6,0.00591519
73003.8,0.00755196
73009.0,0.0101024
73016.5,0.0141241
73020.3,0.0152842
73022.0,0.0154282
73024.8,0.0151011
73029.3,0.0133669
73038.9,0.00822391
73043.2,0.00641371
73047.8,0.00500513
73051.9,0.0040613
73056.7,0.00325385
73062.1,0.00260907
73067.7,0.0021352
73074.1,0.00175088
73081.1,0.0014542
73089.1,0.00121557
73099.1,0.00101082
73110.0,8.60819E-4
73123.2,7.36868E-4
73140.4,6.32508E-4
73160.5,5.55671E-4
73184.5,4.9794E-4
73219.8,4.47984E-4
73277.5,4.06211E-4
73373.7,3.76331E-4
73582.1,3.55679E-4
74367.6,3.42812E-4
76733.2,3.38199E-4
79260.5,3.48397E-4
80271.4,3.70029E-4
80776.8,4.00767E-4
81080.1,4.42384E-4
81282.3,4.97377E-4
81433.9,5.735E-4
81524.9,6.49681E-4
81605.8,7.54546E-4
81676.5,8.98711E-4
81727.1,0.00105387
81767.5,0.00123043
81807.9,0.0014839
81843.3,0.00180663
81874.3,0.00221691
81900.8,0.00272226
81922.9,0.00331488
81945.1,0.004153
81962.7,0.00509645
81978.2,0.00622418
81994.3,0.00784554
82007.6,0.00968256
82021.5,0.0123114
82034.1,0.015562
82048.0,0.0203413
82080.4,0.0345777
82091.3,0.0371929
82095.0,0.0373913
82105.2,0.0360093
82117.5,0.0313994
82140.7,0.0209047
82153.8,0.0162454
82166.2,0.0128898
82178.8,0.0103286
82193.4,0.00817461
82208.5,0.00655648
82225.6,0.00525194
82243.3,0.00428242
82261.0,0.00357311
82283.1,0.00292951
82309.6,0.0023891
82340.6,0.00195902
82374.1,0.00164421
82414.5,0.00139128
82465.0,0.00119662
82515.6,0.00108502
82573.7,0.0010312
82591.4,0.00102826
82636.9,0.00105334
82687.4,0.00114675
82725.3,0.00128504
82748.1,0.00141173
82782.6,0.00171059
82808.0,0.00205455
82829.0,0.00249093
82845.8,0.00299905
82861.3,0.003672
82874.8,0.00451865
82886.9,0.00560149
82897.1,0.0068858
82906.3,0.00852268
82914.7,0.0106299
82921.6,0.0130619
82928.1,0.0161961
82933.6,0.0198639
82938.7,0.0245949
82943.4,0.0304958
82947.9,0.0383992
82951.9,0.0482121
82955.8,0.0612786
82959.2,0.0769048
82962.8,0.0995615
82966.6,0.131205
82975.5,0.223529
82978.7,0.245171
82980.8,0.249708
82983.1,0.24493
82986.7,0.21948
82995.5,0.127964
82999.1,0.0982296
83002.7,0.0759186
83006.4,0.0596059
83009.8,0.048133
83013.7,0.0386716
83018.1,0.0309267
83022.6,0.0250791
83027.9,0.0200786
83033.7,0.0161589
83039.8,0.0131591
83046.9,0.0106409
83054.8,0.00862001
83063.9,0.00696461
83074.5,0.00558738
83085.8,0.00454937
83098.7,0.00370463
83112.2,0.00306918
83128.1,0.0025362
83144.5,0.00213592
83163.9,0.00179702
83188.1,0.00149604
83217.1,0.00124837
83251.0,0.00105302
83289.7,9.02696E-4
83338.0,7.78017E-4
83405.8,6.68903E-4
83496.1,5.8261E-4
83625.1,5.15354E-4
83805.8,4.68033E-4
84115.4,4.34231E-4
84631.5,4.21467E-4
84992.8,4.25546E-4
85828.7,4.59706E-4
86455.6,5.14249E-4
86908.5,5.74837E-4
87273.0,6.58611E-4
87431.2,7.24157E-4
87510.3,7.83756E-4
87566.8,8.64179E-4
87604.4,9.69017E-4
87629.8,0.00110028
87646.8,0.00125
87659.5,0.00142757
87670.1,0.00165427
87679.3,0.00195392
87686.3,0.00229617
87692.6,0.00274189
87698.2,0.00332492
87703.0,0.00405971
87707.2,0.00499814
87710.6,0.00609234
87713.6,0.00747774
87716.3,0.00920971
87718.5,0.0113249
87720.6,0.0140992
87722.3,0.0173148
87723.9,0.0214102
87725.3,0.0268176
87726.8,0.0342774
87728.1,0.0431839
87729.6,0.0566044
87731.4,0.0769447
87733.7,0.111627
87736.6,0.156269
87738.5,0.176186
87740.3,0.183113
87741.8,0.177852
87743.6,0.160052
87747.3,0.103006
87749.5,0.0720151
87751.2,0.0537337
87752.6,0.0415394
87753.9,0.0330289
87755.4,0.0260116
87756.8,0.0210418
87758.5,0.0168509
87760.3,0.0135566
87762.1,0.0112053
87764.2,0.0092795
87766.7,0.00758681
87769.7,0.00619577
87773.0,0.00511957
87776.9,0.00419914
87781.7,0.0034329
87786.8,0.00287633
87792.7,0.00242757
87800.2,0.00204637
87809.1,0.00174597
87820.8,0.00150008
87833.5,0.00132964
87850.5,0.00119124
87876.1,0.0010783
87918.8,9.97957E-4
87987.1,9.6673E-4
88123.7,0.00100519
88315.0,0.0011334
88533.6,0.00135845
88724.8,0.00164984
88888.8,0.00200892
89025.4,0.0024282
89134.7,0.00288764
89244.0,0.00351183
89339.6,0.00426291
89435.2,0.00530514
89524.1,0.00668367
89595.8,0.00825216
89657.3,0.0100944
89718.7,0.0126366
89770.0,0.0155629
89821.2,0.0196082
89867.3,0.0247004
89908.3,0.0309688
89944.2,0.0384284
89980.0,0.0485288
90015.9,0.0623139
90050.7,0.0802481
90092.4,0.108267
90137.5,0.141279
90168.6,0.156351
90183.9,0.15866
90208.5,0.154161
90240.3,0.13636
90309.6,0.0864797
90345.5,0.0665595
90381.3,0.0516597
90417.2,0.040732
90453.1,0.0326872
90494.1,0.0259532
90540.2,0.0205098
90586.3,0.0165767
90637.5,0.0133825
90699.0,0.010629
90760.5,0.00864745
90832.2,0.00697142
90910.8,0.00565115
90992.7,0.00464668
91088.4,0.00379361
91197.6,0.00309401
91320.6,0.00252567
91457.2,0.0020784
91621.2,0.00169682
91812.4,0.00138718
92031.0,0.00114437
92290.6,9.49733E-4
92563.9,8.07289E-4
92905.4,6.85329E-4
93315.3,5.89246E-4
93861.7,5.07885E-4
94544.8,4.46694E-4
95501.2,3.99826E-4
96589.7,3.77096E-4
96789.8,3.76541E-4
97365.2,3.89123E-4
97640.4,4.16115E-4
97810.6,4.572E-4
97910.6,5.04575E-4
97990.7,5.70358E-4
98050.8,6.51943E-4
98100.8,7.60135E-4
98140.8,8.94405E-4
98175.8,0.00107327
98200.9,0.00125991
98225.9,0.00152674
98248.4,0.00187692
98265.9,0.0022635
98281.9,0.00274935
98297.2,0.00339606
98312.2,0.00428458
98326.3,0.0054533
98339.2,0.00692366
98353.0,0.00899356
98379.0,0.0136553
98389.9,0.014836
98395.0,0.0149804
98404.0,0.0145392
98416.1,0.0128253
98440.4,0.00844862
98454.5,0.00646974
98467.0,0.00515458
98481.1,0.00407041
98496.1,0.00324423
98511.1,0.00265076
98528.6,0.00215419
98548.6,0.0017553
98571.1,0.00144308
98596.1,0.00120231
98626.2,0.00100418
98661.2,8.4889E-4
98701.2,7.30072E-4
98751.3,6.33059E-4
98811.3,5.58604E-4
98891.4,4.97912E-4
99011.5,4.47448E-4
99191.6,4.11154E-4
99491.8,3.889E-4
99742.0,3.84963E-4
100242.0,3.9946E-4
100587.0,4.32088E-4
100826.0,4.79101E-4
100992.0,5.38568E-4
101120.0,6.17427E-4
101212.0,7.06616E-4
101286.0,8.14268E-4
101350.0,9.53789E-4
101403.0,0.00112337
101447.0,0.00132435
101491.0,0.00161539
101524.0,0.00192895
101558.0,0.00238754
101586.0,0.00292588
101609.0,0.00355493
101632.0,0.00444111
101652.0,0.0055465
101668.0,0.0068307
101682.0,0.00826272
101696.0,0.0103626
101709.0,0.0128127
101720.0,0.0158386
101730.0,0.0196948
101740.0,0.0249811
101749.0,0.0313716
101759.0,0.0398859
101770.0,0.0534231
101787.0,0.0782565
101794.0,0.085761
101800.0,0.0879589
101807.0,0.0850765
101817.0,0.0745268
101835.0,0.0476192
101845.0,0.0368504
101855.0,0.0286507
101864.0,0.0229495
101874.0,0.0181315
101885.0,0.0144909
101898.0,0.0115366
101911.0,0.00932591
101924.0,0.00762259
101941.0,0.00611952
101958.0,0.00497072
101979.0,0.00401426
102002.0,0.00326426
102026.0,0.00270576
102054.0,0.00224488
102087.0,0.0018537
102125.0,0.00153832
102163.0,0.00132055
102207.0,0.00114932
102254.0,0.00101452
102318.0,8.90806E-4
102394.0,7.95919E-4
102496.0,7.29341E-4
102624.0,7.02778E-4
102752.0,7.24217E-4
102880.0,7.97775E-4
102982.0,9.11748E-4
103059.0,0.00105048
103126.0,0.00123347
103183.0,0.00146384
103231.0,0.00173746
103279.0,0.00212703
103322.0,0.0026315
103361.0,0.00326807
103394.0,0.00403976
103428.0,0.00509359
103463.0,0.00657159
103510.0,0.00921352
103544.0,0.0111371
103573.0,0.012037
103583.0,0.0121076
103606.0,0.011729
103636.0,0.0103176
103696.0,0.00688417
103730.0,0.00537332
103763.0,0.00423999
103797.0,0.00340894
103835.0,0.002724
103874.0,0.00223335
103921.0,0.00179971
103969.0,0.00149591
104027.0,0.00123981
104094.0,0.00103464
104171.0,8.75392E-4
104260.0,7.50459E-4
104388.0,6.3634E-4
104541.0,5.53686E-4
104746.0,4.89537E-4
105053.0,4.39195E-4
105487.0,4.0724E-4
106254.0,3.91284E-4
106382.0,3.9103E-4
107596.0,4.07185E-4
108682.0,4.46681E-4
109577.0,5.05156E-4
110216.0,5.71965E-4
110756.0,6.63267E-4
111111.0,7.63381E-4
111343.0,8.75993E-4
111483.0,9.91055E-4
111576.0,0.00111456
111645.0,0.00125803
111703.0,0.00144225
111750.0,0.00166441
111790.0,0.00196252
111825.0,0.0023548
111854.0,0.00285406
111878.0,0.00345834
111898.0,0.00422984
111916.0,0.00519144
111931.0,0.00640653
111944.0,0.00790158
111955.0,0.00976341
111966.0,0.0121675
111975.0,0.0151369
111983.0,0.0188265
111990.0,0.023281
111997.0,0.0294471
112003.0,0.0367132
112010.0,0.0465589
112015.0,0.0590759
112023.0,0.0796469
112034.0,0.116085
112040.0,0.126764
112042.0,0.127929
112047.0,0.123579
112054.0,0.105733
112065.0,0.0687778
112072.0,0.0529018
112077.0,0.0418892
112084.0,0.0332823
112090.0,0.0269169
112097.0,0.0214825
112104.0,0.0175253
112112.0,0.0142195
112121.0,0.0115353
112132.0,0.00934457
112143.0,0.0076355
112156.0,0.00625623
112171.0,0.00516442
112188.0,0.00425984
112209.0,0.00353348
112233.0,0.00296211
112257.0,0.00257816
112286.0,0.00224974
112333.0,0.00193279
112392.0,0.00170108
112463.0,0.00156865
112533.0,0.00150587
112627.0,0.00148656
112816.0,0.0015557
113051.0,0.00176112
113287.0,0.00208289
113522.0,0.00255466
113710.0,0.00309057
113899.0,0.00384173
114064.0,0.00477007
114205.0,0.00586639
114322.0,0.00708511
114440.0,0.00871323
114558.0,0.0108811
114676.0,0.01382
114798.0,0.0178546
115090.0,0.0301179
115179.0,0.032316
115226.0,0.032618
115321.0,0.031302
115443.0,0.0267892
115641.0,0.0182692
115770.0,0.0139301
115876.0,0.0112288
115994.0,0.00897592
116112.0,0.00728523
116253.0,0.00580308
116394.0,0.00472628
116559.0,0.00381526
116747.0,0.00307144
116959.0,0.00248082
117195.0,0.00202064
117454.0,0.00166501
117760.0,0.00137271
118089.0,0.00115346
118466.0,9.82435E-4
118937.0,8.36782E-4
119502.0,7.27456E-4
120161.0,6.53273E-4
121009.0,6.09548E-4
121432.0,6.04374E-4
122233.0,6.22086E-4
122939.0,6.74094E-4
123528.0,7.49582E-4
124116.0,8.70867E-4
124646.0,0.00105357
124999.0,0.0012363
125352.0,0.00150216
125588.0,0.00175037
125794.0,0.0020333
126024.0,0.00246447
126239.0,0.00302584
126410.0,0.00364769
126567.0,0.00443655
126725.0,0.00552367
126867.0,0.00691208
126990.0,0.00860991
127090.0,0.0105337
127191.0,0.0132037
127279.0,0.0165059
127350.0,0.0202337
127405.0,0.0242191
127461.0,0.0298599
127499.0,0.0355611
127532.0,0.0425596
127560.0,0.0510325
127582.0,0.0607365
127604.0,0.0750059
127627.0,0.0951578
127661.0,0.130011
127675.0,0.137031
127679.0,0.13747
127694.0,0.132848
127740.0,0.0964968
127761.0,0.0856094
127792.0,0.0766995
127824.0,0.0728609
127969.0,0.0673525
128053.0,0.0596698
128237.0,0.0374441
128334.0,0.0283976
128421.0,0.0223461
128507.0,0.0178713
128594.0,0.0145175
128698.0,0.0115735
128802.0,0.00943741
128924.0,0.00763881
129063.0,0.00619247
129184.0,0.0052954
129323.0,0.00458011
129462.0,0.00413791
