82-Pb-206(n,&gamma;) ENDF/B-VII.1
10811.1,1.53324E-4
10816.8,1.89859E-4
10821.3,2.32005E-4
10825.4,2.847E-4
10828.9,3.47484E-4
10832.5,4.39638E-4
10835.3,5.38311E-4
10837.8,6.67277E-4
10840.1,8.25342E-4
10842.1,0.00102594
10843.9,0.00127093
10845.5,0.00156293
10847.0,0.00194977
10848.2,0.00241092
10849.3,0.00295634
10850.2,0.00359627
10851.1,0.00448878
10851.7,0.00531392
10852.2,0.00625412
10852.7,0.00731581
10853.0,0.00867594
10853.3,0.010428
10853.6,0.0125941
10853.8,0.0152309
10854.0,0.0184448
10854.2,0.0228292
10854.4,0.0288116
10854.6,0.0369654
10854.7,0.0480127
10854.9,0.0623184
10855.1,0.0819787
10855.3,0.107935
10855.5,0.141852
10855.7,0.18559
10855.9,0.241326
10856.1,0.319196
10856.3,0.427714
10856.6,0.582044
10856.9,0.787777
10857.2,1.08287
10857.5,1.54351
10858.1,2.3122
10859.0,3.77033
10859.5,4.30584
10860.0,4.49269
10860.0,4.49277
10860.5,4.32057
10861.0,3.80356
10861.8,2.55626
10862.4,1.64693
10862.8,1.18135
10863.1,0.843909
10863.4,0.617763
10863.6,0.455732
10863.9,0.341206
10864.1,0.256405
10864.3,0.19757
10864.5,0.151204
10864.6,0.115176
10864.8,0.0874951
10865.0,0.0669421
10865.2,0.0522037
10865.4,0.0409512
10865.6,0.031684
10865.7,0.0254261
10865.9,0.0207131
10866.1,0.0167353
10866.3,0.0139737
10866.5,0.0115028
10866.8,0.00948976
10867.2,0.00793476
10867.5,0.006743
10868.1,0.00559615
10868.8,0.00461129
10869.6,0.00377037
10870.5,0.00311472
10871.6,0.00251125
10872.7,0.00207142
10874.0,0.00168319
10875.6,0.0013563
10877.3,0.00108967
10879.2,8.90354E-4
10881.4,7.18327E-4
10883.9,5.78058E-4
10886.6,4.71098E-4
10889.8,3.77882E-4
10893.4,3.06068E-4
10897.5,2.46965E-4
10901.7,2.05225E-4
10906.8,1.67571E-4
10912.3,1.39171E-4
10917.6,1.19011E-4
10924.7,9.95388E-5
10931.8,8.56729E-5
10943.6,7.0131E-5
10955.5,6.00201E-5
10968.6,5.26591E-5
10982.5,4.77163E-5
10996.3,4.41233E-5
11014.8,4.12699E-5
11042.5,3.94918E-5
11051.8,3.9277E-5
11079.5,4.01989E-5
11114.6,4.41466E-5
11136.8,4.91716E-5
11153.4,5.5086E-5
11170.0,6.37234E-5
11181.9,7.28201E-5
11194.4,8.55325E-5
11204.9,1.01398E-4
11215.1,1.23228E-4
11223.1,1.48366E-4
11229.6,1.75825E-4
11236.0,2.13199E-4
11242.3,2.63665E-4
11247.4,3.21478E-4
11251.9,3.93146E-4
11256.2,4.89379E-4
11259.9,6.05255E-4
11263.5,7.63839E-4
11266.5,9.47418E-4
11269.1,0.00117172
11271.3,0.00143649
11273.2,0.00175192
11275.1,0.0021754
11276.8,0.00267585
11278.3,0.00335327
11279.6,0.00413201
11280.9,0.00518434
11281.8,0.00632454
11282.7,0.00778312
11283.5,0.00962
11284.2,0.0118789
11284.8,0.0145281
11285.2,0.0170504
11285.5,0.0206232
11285.8,0.0248612
11286.1,0.0303834
11286.4,0.038196
11286.6,0.0474893
11286.9,0.0600913
11287.1,0.0766404
11287.4,0.0980539
11287.6,0.126066
11287.8,0.167443
11288.1,0.221604
11288.4,0.299854
11288.7,0.400208
11289.0,0.545028
11289.4,0.760085
11290.0,1.16181
11290.9,1.784
11291.4,2.07719
11291.9,2.1845
11292.0,2.18557
11292.5,2.112
11292.9,1.9064
11293.7,1.40688
11294.4,0.870202
11294.8,0.622966
11295.2,0.451947
11295.5,0.329429
11295.8,0.248955
11296.0,0.188644
11296.3,0.142173
11296.5,0.110486
11296.8,0.086666
11297.0,0.0672058
11297.2,0.0527537
11297.5,0.0420765
11297.7,0.0342114
11298.0,0.027578
11298.3,0.0228577
11298.6,0.0190214
11299.0,0.0156995
11299.5,0.0130839
11300.1,0.0108022
11300.8,0.00886718
11301.6,0.00724741
11302.5,0.00585231
11303.6,0.00471437
11304.9,0.00377091
11306.3,0.00306936
11307.9,0.00245917
11309.7,0.00196403
11311.8,0.00157696
11314.2,0.00125544
11316.6,0.00102091
11319.3,8.26539E-4
11322.3,6.7587E-4
11325.8,5.47831E-4
11329.3,4.53972E-4
11333.9,3.63046E-4
11338.8,2.95877E-4
11344.4,2.39938E-4
11350.8,1.94667E-4
11357.2,1.62208E-4
11363.7,1.38241E-4
11374.4,1.10094E-4
11385.1,9.09462E-5
11398.0,7.49987E-5
11410.8,6.44047E-5
11427.9,5.42146E-5
11445.1,4.7265E-5
11466.5,4.13362E-5
11492.2,3.64786E-5
11526.5,3.23865E-5
11577.9,2.88239E-5
11643.1,2.62735E-5
11782.3,2.38443E-5
11902.9,2.299E-5
12217.5,2.23802E-5
12730.2,2.31862E-5
13096.3,2.51379E-5
13316.0,2.74481E-5
13495.4,3.10675E-5
13607.5,3.52062E-5
13697.2,4.02485E-5
13773.5,4.71374E-5
13828.8,5.49323E-5
13872.1,6.39608E-5
13908.0,7.43718E-5
13935.9,8.52527E-5
13972.8,1.06139E-4
13996.6,1.25588E-4
14020.1,1.52125E-4
14041.4,1.86572E-4
14058.3,2.24078E-4
14074.4,2.73686E-4
14092.4,3.54327E-4
14104.4,4.31345E-4
14116.0,5.34661E-4
14125.1,6.46481E-4
14134.1,7.97045E-4
14143.9,0.00103526
14150.8,0.0012726
14157.6,0.0015953
14163.2,0.00197054
14168.1,0.00242402
14172.7,0.00301465
14176.7,0.00370254
14180.3,0.00456253
14183.4,0.00558639
14186.4,0.00694609
14189.1,0.0086276
14191.5,0.010663
14193.7,0.0133645
14195.7,0.0166838
14197.3,0.0205629
14198.9,0.0256791
14200.3,0.0319652
14201.5,0.0394863
14202.5,0.0486988
14203.3,0.0589748
14204.1,0.0727904
14204.8,0.0890628
14205.4,0.1084
14205.8,0.130178
14206.2,0.158731
14206.6,0.190063
14207.0,0.238474
14207.3,0.301921
14207.6,0.381592
14208.0,0.488065
14208.3,0.628787
14208.6,0.804817
14209.0,1.04297
14209.4,1.41984
14209.8,1.93876
14210.4,2.81137
14211.8,5.01297
14212.4,5.68705
14213.0,5.93322
14213.0,5.93328
14213.6,5.70626
14214.2,4.98496
14215.9,2.35648
14216.4,1.69394
14216.8,1.2475
14217.2,0.926727
14217.6,0.707628
14217.9,0.544832
14218.2,0.421708
14218.6,0.329937
14218.9,0.259213
14219.3,0.207921
14219.6,0.170513
14220.0,0.142939
14220.4,0.118597
14221.0,0.0961362
14221.5,0.0803205
14222.2,0.0655969
14223.1,0.0535077
14224.1,0.0433973
14225.2,0.0349324
14226.6,0.0279043
14228.1,0.0223109
14229.7,0.0181404
14231.4,0.0146735
14233.4,0.0119168
14235.5,0.00972616
14237.9,0.00794548
14240.8,0.00634936
14243.9,0.00512002
14247.6,0.00408196
14251.6,0.00329217
14256.1,0.00264319
14261.0,0.00213145
14266.8,0.00170156
14272.7,0.00138678
14279.4,0.00112387
14286.4,9.25056E-4
14294.7,7.50938E-4
14303.8,6.13015E-4
14314.2,4.98744E-4
14327.2,3.97148E-4
14340.2,3.25126E-4
14355.8,2.62609E-4
14374.0,2.12116E-4
14392.2,1.76854E-4
14413.0,1.46929E-4
14433.8,1.25136E-4
14459.8,1.05458E-4
14491.0,8.85181E-5
14532.6,7.35466E-5
14584.6,6.17305E-5
14636.6,5.40255E-5
14699.0,4.7904E-5
14782.1,4.3159E-5
14865.3,4.05302E-5
14984.4,3.90023E-5
15038.9,3.87926E-5
15220.0,4.03856E-5
15370.0,4.40793E-5
15520.0,5.07175E-5
15632.5,5.90306E-5
15715.0,6.75483E-5
15790.0,7.86611E-5
15858.1,9.32606E-5
15909.7,1.0815E-4
15956.2,1.25803E-4
16018.3,1.60347E-4
16060.0,1.94128E-4
16098.7,2.37553E-4
16131.2,2.89016E-4
16161.2,3.54032E-4
16188.2,4.35332E-4
16217.3,5.62392E-4
16235.5,6.72992E-4
16255.8,8.43061E-4
16273.8,0.00105742
16289.5,0.00132281
16305.2,0.00170428
16316.5,0.00208988
16326.6,0.00256218
16336.0,0.00316049
16345.4,0.00399819
16352.9,0.00493691
16359.4,0.00606354
16366.0,0.00762763
16371.2,0.00935307
16376.5,0.0117543
16381.0,0.0146404
16384.9,0.0181429
16388.3,0.0222596
16391.6,0.0277798
16394.6,0.0349787
16397.3,0.0436978
16399.7,0.0548868
16401.6,0.067749
16403.5,0.0843114
16405.1,0.105093
16406.5,0.129899
16407.8,0.162271
16408.9,0.201339
16409.9,0.247866
16410.7,0.301088
16411.3,0.362024
16411.9,0.438865
16412.5,0.540015
16413.0,0.66865
16413.4,0.805017
16413.8,1.00091
16414.2,1.26662
16414.7,1.62504
16415.1,2.1142
16415.6,2.80356
16416.1,3.7768
16416.6,5.19619
16417.4,7.77881
16418.6,11.5786
16419.3,13.2251
16420.0,13.7776
16420.6,13.3472
16421.2,12.2209
16422.1,9.25553
16423.2,5.73167
16423.8,4.15171
16424.3,3.11367
16424.7,2.36504
16425.2,1.82523
16425.6,1.41629
16426.0,1.11162
16426.4,0.886577
16426.8,0.720609
16427.3,0.585815
16427.8,0.477407
16428.4,0.394139
16429.1,0.322621
16429.8,0.266908
16430.7,0.220045
16431.7,0.179217
16432.8,0.147256
16434.1,0.119147
16435.5,0.0972549
16437.1,0.0786629
16439.0,0.0630162
16441.0,0.0514197
16443.2,0.0417341
16445.9,0.0335608
16449.0,0.0266752
16452.2,0.021458
16456.0,0.0171783
16459.9,0.013933
16464.4,0.0112383
16469.5,0.00905007
16475.5,0.00720024
16481.7,0.00582532
16489.2,0.00463003
16497.2,0.00372691
16506.4,0.00297123
16516.8,0.00237597
16527.6,0.00192377
16537.9,0.00160434
16552.2,0.00128056
16566.3,0.00104839
16582.7,8.57332E-4
16593.5,7.53512E-4
16610.9,6.25438E-4
16628.3,5.28263E-4
16650.0,4.37058E-4
16676.1,3.55565E-4
16706.6,2.88485E-4
16745.7,2.27982E-4
16789.2,1.82659E-4
16823.9,1.55996E-4
16867.4,1.31218E-4
16919.6,1.09227E-4
16971.8,9.40654E-5
17023.9,8.17521E-5
17110.9,6.79815E-5
17197.8,5.84832E-5
17302.2,5.04921E-5
17406.5,4.5366E-5
17510.9,4.13551E-5
17710.0,3.68682E-5
17920.0,3.42239E-5
18225.9,3.2935E-5
18585.9,3.4453E-5
18705.9,3.57018E-5
18922.7,4.0363E-5
19050.8,4.53503E-5
19136.2,5.06898E-5
19221.6,5.88421E-5
19285.7,6.83848E-5
19341.2,8.00708E-5
19392.4,9.64724E-5
19435.1,1.16905E-4
19470.2,1.41501E-4
19504.1,1.76426E-4
19529.0,2.13598E-4
19550.4,2.57406E-4
19570.7,3.16517E-4
19586.7,3.8005E-4
19602.0,4.63801E-4
19618.1,5.88613E-4
19628.9,7.04497E-4
19639.6,8.61456E-4
19650.3,0.00108033
19658.8,0.00132623
19668.2,0.00171258
19675.1,0.00211356
19681.1,0.0025986
19686.8,0.0032504
19691.8,0.00404719
19696.1,0.00499026
19699.8,0.00612581
19703.3,0.00754973
19706.2,0.00925558
19708.9,0.0113387
19711.5,0.0141036
19713.7,0.0173808
19715.5,0.0212068
19717.3,0.0263213
19718.8,0.0321223
19720.2,0.0395094
19721.5,0.0492532
19722.6,0.0604323
19723.5,0.0741636
19724.3,0.0909813
19725.0,0.111296
19725.5,0.134679
19726.0,0.163655
19726.4,0.198143
19726.8,0.249035
19727.2,0.309083
19727.6,0.38995
19727.9,0.498337
19728.3,0.651848
19728.7,0.849153
19729.1,1.13313
19729.5,1.51574
19730.0,2.02498
19730.5,2.8463
19731.4,4.34699
19732.5,6.44899
19733.3,7.42447
19734.0,7.73161
19734.7,7.44872
19735.3,6.65856
19736.4,4.67374
19737.4,3.00346
19737.9,2.14452
19738.4,1.61194
19738.8,1.19078
19739.2,0.910322
19739.6,0.685839
19740.0,0.52385
19740.4,0.403419
19740.8,0.314959
19741.2,0.252709
19741.5,0.206138
19742.0,0.167524
19742.4,0.136808
19742.9,0.113905
19743.6,0.0928945
19744.4,0.0756181
19745.3,0.0619375
19746.4,0.050005
19747.7,0.0403907
19749.2,0.0327161
19750.8,0.0263735
19752.7,0.0214579
19754.8,0.0174397
19757.1,0.0144711
19759.6,0.0121012
19762.2,0.0104749
19765.4,0.00918139
19768.6,0.00852983
19770.7,0.00843326
19773.5,0.00878773
19775.4,0.00942869
19777.3,0.0105534
19779.0,0.0122253
19780.3,0.0141302
19781.6,0.0169734
19782.5,0.0200252
19783.3,0.0237797
19783.9,0.0283013
19784.3,0.0333147
19784.7,0.0392666
19785.1,0.0472297
19785.4,0.0578477
19785.8,0.0727796
19786.1,0.0897831
19786.4,0.112329
19786.7,0.14203
19787.0,0.183819
19787.3,0.238731
19787.6,0.309865
19787.9,0.411226
19788.3,0.546491
19788.6,0.734297
19789.1,1.02088
19789.6,1.4196
19790.4,2.16531
19791.6,3.36152
19792.3,3.84523
19793.0,4.02122
19793.0,4.02184
19793.7,3.86481
19794.4,3.38743
19795.7,2.03486
19796.4,1.37559
19796.9,0.985116
19797.4,0.716409
19797.8,0.532256
19798.1,0.399961
19798.5,0.299333
19798.8,0.230356
19799.1,0.177194
19799.4,0.137898
19799.7,0.106448
19800.0,0.0850793
19800.3,0.0689651
19800.6,0.0548012
19801.0,0.0447049
19801.3,0.0372134
19801.8,0.0306715
19802.2,0.0261261
19802.9,0.0216535
19803.6,0.018117
19804.5,0.015108
19805.6,0.0125213
19806.9,0.0102735
19808.4,0.00839633
19810.2,0.0068488
19812.4,0.00554838
19814.9,0.00449564
19817.8,0.00364691
19821.0,0.00299153
19824.7,0.00246544
19829.6,0.00198464
19834.4,0.00164305
19840.7,0.00133509
19847.8,0.00108971
19854.6,9.22244E-4
19865.0,7.37912E-4
19874.8,6.14447E-4
19886.7,5.06241E-4
19900.9,4.12828E-4
19917.5,3.36531E-4
19938.9,2.68857E-4
19962.7,2.17712E-4
19986.4,1.81666E-4
20014.9,1.50421E-4
20048.1,1.25466E-4
20090.9,1.03534E-4
20137.0,8.78246E-5
20192.3,7.51826E-5
20264.5,6.44159E-5
20326.5,5.84685E-5
20419.5,5.28387E-5
20574.4,4.78252E-5
20778.6,4.5817E-5
20979.5,4.69645E-5
21180.3,5.04119E-5
21300.8,5.50116E-5
21394.1,6.05695E-5
21460.5,6.71922E-5
21513.6,7.50492E-5
21566.7,8.66384E-5
21611.8,1.02379E-4
21643.7,1.19551E-4
21668.9,1.39335E-4
21691.5,1.64256E-4
21710.9,1.94859E-4
21731.7,2.41374E-4
21746.8,2.91475E-4
21759.1,3.47293E-4
21770.7,4.20839E-4
21780.1,5.00142E-4
21789.3,6.07662E-4
21799.5,7.757E-4
21807.0,9.51972E-4
21813.5,0.00116501
21819.0,0.00141418
21824.6,0.00175887
21829.9,0.00222497
21834.3,0.00276259
21838.0,0.00339775
21841.5,0.00421179
21844.7,0.00526143
21847.4,0.0065476
21849.8,0.00802861
21852.1,0.0100895
21853.9,0.0123858
21855.6,0.0151966
21857.2,0.0189499
21858.5,0.0233211
21859.7,0.0286303
21860.7,0.0349873
21861.5,0.0424902
21862.2,0.0510949
21862.8,0.0624372
21863.3,0.0761472
21863.7,0.0924413
21864.1,0.115559
21864.4,0.14322
21864.8,0.18104
21865.1,0.232607
21865.5,0.298604
21865.8,0.385822
21866.1,0.499612
21866.5,0.666833
21866.9,0.884118
21867.3,1.19442
21867.7,1.60512
21868.2,2.20617
21868.9,3.12488
21870.6,5.90682
21871.3,6.70714
21872.0,6.99845
21872.0,6.99899
21872.6,6.76959
21873.3,6.09028
21874.3,4.5
21875.4,2.72496
21876.0,1.92357
21876.5,1.38315
21876.9,1.02007
21877.4,0.75424
21877.7,0.566445
21878.1,0.437569
21878.4,0.33813
21878.7,0.259207
21879.1,0.200648
21879.4,0.157602
21879.8,0.126075
21880.1,0.103002
21880.5,0.084294
21880.9,0.0703233
21881.4,0.0589223
21882.0,0.04895
21882.6,0.0414947
21883.4,0.0342907
21884.4,0.028135
21885.5,0.0230932
21886.9,0.0186059
21888.5,0.0150834
21890.3,0.0120255
21892.2,0.00982741
21894.5,0.00784478
21896.8,0.00641417
21899.7,0.00514217
21903.0,0.00410136
21906.3,0.00333856
21910.3,0.00268306
21914.8,0.0021506
21919.8,0.00173394
21924.6,0.0014421
21931.3,0.00114588
21938.0,9.32509E-4
21946.1,7.50015E-4
21955.4,6.03329E-4
21965.7,4.87673E-4
21976.5,4.0335E-4
21990.4,3.26397E-4
22002.7,2.77228E-4
22018.1,2.32762E-4
22036.5,1.94675E-4
22058.1,1.64339E-4
22085.8,1.38169E-4
22116.6,1.19233E-4
22147.4,1.06419E-4
22196.6,9.36832E-5
22258.2,8.41012E-5
22349.9,7.76593E-5
22480.2,7.52205E-5
22712.0,7.89453E-5
22943.7,8.84153E-5
23175.4,1.02214E-4
23407.2,1.22822E-4
23561.7,1.4115E-4
23702.9,1.62357E-4
23862.9,1.93984E-4
24022.9,2.36697E-4
24167.0,2.91847E-4
24311.0,3.68561E-4
24423.0,4.53252E-4
24519.0,5.52903E-4
24615.0,6.91461E-4
24685.0,8.27768E-4
24751.0,9.97339E-4
24806.0,0.0011892
24850.0,0.00138502
24903.9,0.0016959
24950.4,0.00207668
24986.8,0.00249709
25012.8,0.00292367
25033.0,0.003409
25047.1,0.00392314
25056.8,0.00447201
25063.6,0.00505152
25070.3,0.00594684
25075.1,0.00697172
25078.9,0.00822659
25081.7,0.00961389
25084.1,0.0112879
25086.0,0.0133196
25087.8,0.0160076
25089.4,0.019266
25090.5,0.0228202
25091.5,0.0270346
25092.2,0.0319321
25092.9,0.0375625
25093.4,0.0451314
25093.9,0.0549953
25094.3,0.0672779
25094.7,0.084197
25095.0,0.103506
25095.4,0.129342
25095.7,0.163747
25096.0,0.20921
25096.3,0.268679
25096.7,0.349175
25097.1,0.462127
25097.4,0.6076
25097.9,0.821655
25098.3,1.13216
25098.9,1.57054
25099.5,2.23879
25101.3,4.3547
25102.2,5.07692
25102.9,5.34089
25103.0,5.34467
25103.7,5.16622
25104.4,4.66537
25105.5,3.44038
25106.6,2.05963
25107.3,1.46161
25107.8,1.05786
25108.2,0.783749
25108.6,0.591484
25109.0,0.441608
25109.4,0.340033
25109.7,0.263842
25110.0,0.205073
25110.4,0.160335
25110.7,0.126621
25111.0,0.103847
25111.4,0.0826112
25111.7,0.067321
25112.1,0.0561073
25112.6,0.0461015
25113.1,0.0383121
25113.8,0.0323958
25114.6,0.0274339
25115.5,0.0233559
25116.8,0.019797
25118.4,0.0164123
25120.1,0.0141186
25122.4,0.0120426
25125.2,0.0103571
25129.0,0.0089582
25133.8,0.00800419
25140.3,0.00737308
25149.9,0.00709758
25153.1,0.00707792
25168.5,0.0074004
25189.0,0.00839234
25209.5,0.00989504
25230.1,0.0119955
25250.6,0.0149117
25268.6,0.0185053
25285.3,0.0231654
25298.7,0.0283281
25312.2,0.0354297
25323.4,0.043562
25334.7,0.0547618
25344.8,0.0688306
25353.9,0.0865418
25361.6,0.10696
25369.2,0.134156
25376.4,0.169919
25382.8,0.213089
25389.2,0.270891
25396.3,0.355601
25412.6,0.603884
25416.4,0.641447
25420.2,0.654499
25424.1,0.639996
25430.5,0.56594
25443.7,0.359939
25451.0,0.272553
25457.4,0.214382
25463.8,0.170927
25471.0,0.134927
25478.7,0.107061
25487.2,0.0848427
25496.2,0.0678852
25506.0,0.0544728
25517.5,0.0431006
25530.4,0.0341333
25543.5,0.0275312
25557.9,0.0222629
25574.0,0.0179854
25592.0,0.0145048
25612.5,0.0116418
25635.6,0.00931443
25661.3,0.00746561
25686.9,0.00611383
25717.7,0.00492803
25753.6,0.00393475
25791.5,0.0031919
25830.6,0.0026127
25875.6,0.00213107
25926.9,0.00172639
25984.6,0.00139518
26048.8,0.00113062
26113.0,9.34237E-4
26189.9,7.6093E-4
26279.8,6.15558E-4
26369.6,5.08399E-4
26472.3,4.17628E-4
26600.6,3.35344E-4
26754.6,2.66618E-4
26908.6,2.18043E-4
27088.2,1.77544E-4
27267.9,1.48104E-4
27473.2,1.23516E-4
27729.8,1.01639E-4
27986.5,8.58239E-5
28294.5,7.2299E-5
28705.1,6.00677E-5
29115.8,5.17156E-5
29593.1,4.52753E-5
30101.1,4.0655E-5
30778.4,3.7338E-5
31286.4,3.65775E-5
31625.0,3.74301E-5
31794.4,3.92419E-5
31900.2,4.2365E-5
31963.7,4.6514E-5
32006.0,5.21221E-5
32032.5,5.83934E-5
32053.6,6.60741E-5
32072.2,7.70054E-5
32085.4,8.90232E-5
32096.0,1.02913E-4
32106.6,1.22426E-4
32115.8,1.48372E-4
32123.8,1.81304E-4
32130.4,2.21318E-4
32136.1,2.71121E-4
32140.7,3.27483E-4
32145.4,4.06241E-4
32149.1,4.96063E-4
32152.3,6.04873E-4
32155.4,7.49241E-4
32158.0,9.21191E-4
32160.5,0.00114496
32162.4,0.00139626
32164.2,0.00170869
32165.8,0.00210864
32167.2,0.00257046
32168.3,0.00310217
32169.3,0.00373075
32170.0,0.00446283
32170.6,0.00525602
32171.1,0.00641157
32171.6,0.00790811
32172.1,0.00975066
32172.4,0.0121025
32172.8,0.0150049
32173.1,0.0188828
32173.5,0.0240436
32173.8,0.0308596
32174.2,0.0394477
32174.6,0.0517782
32174.9,0.0678034
32175.4,0.091232
32175.8,0.123408
32176.2,0.165164
32176.8,0.227929
32177.4,0.312885
32178.1,0.452223
32180.2,0.895836
32181.1,1.03038
32181.9,1.08073
32182.0,1.08108
32182.8,1.04548
32183.5,0.9425
32184.7,0.701763
32186.0,0.424528
32186.7,0.303458
32187.3,0.221852
32187.8,0.164614
32188.2,0.121557
32188.6,0.0912736
32189.1,0.0678443
32189.5,0.0509384
32189.8,0.0394767
32190.2,0.0306253
32190.5,0.0238671
32190.9,0.0187508
32191.2,0.0151289
32191.6,0.0121966
32191.9,0.010005
32192.3,0.008089
32192.7,0.00672274
32193.2,0.00559512
32193.8,0.00470005
32194.5,0.00389082
32195.5,0.00321215
32196.7,0.00260971
32198.1,0.0021233
32199.7,0.00171931
32201.6,0.00139011
32203.6,0.00114062
32206.0,9.2188E-4
32208.6,7.49844E-4
