H001   , 125 
H002   , 128 
H003   , 131 
He003  , 225 
He004 ,  228
Li006, 325 
Li00,  328
Be00,  419
Be00,  425
Be01,  428
Be01,  431
Rf25,  455
Rf25,  457
Rf257,  457
Rf25,  459
Rf26,  461
Rf261,  461
Rf26,  463
Rf26,  464
Rf26,  465
Rf26,  466
Rf26,  467
Rf26,  468
B01,  525
B01,  528
Db25,  555
Db25,  556
Db25,  557
Db25,  558
Db258,  558
Db26,  560
Db26,  561
Db26,  562
Db26,  563
Db26,  564
Db26,  565
Db26,  566
Db26,  567
Db26,  568
Db26,  569
Db27,  570
C01,  619
C01,  622
C01,  625
C01,  628
C01,  631
C01,  634
Sg26,  665
Sg265,  665
Sg26,  667
Sg26,  668
Sg26,  669
Sg27,  670
Sg27,  671
Sg27,  672
Sg27,  673
N01,  722
N01,  725
N01,  728
N01,  731
N01,  734
Bh26,  764
Bh26,  765
Bh26,  766
Bh26,  767
Bh26,  768
Bh26,  769
Bh27,  770
Bh27,  771
Bh27,  772
Bh27,  773
Bh27,  774
Bh27,  775
O01,  819
O01,  822
O01,  825
O01,  828
O01,  831
O01,  834
O02,  837
O02,  840
O02,  843
Hs26,  868
Hs26,  869
Hs27,  870
Hs27,  871
Hs27,  872
F01,  919
F01,  922
F01,  925
F02,  928
F02,  931
F02,  934
F02,  937
Mt27,  977
Mt27,  978
Mt27,  979
Ne018, 1019
Ne019, 1022
Ne020, 1025
Ne021, 1028
Ne022, 1031
Ne023, 1034
Ne024, 1037
Ds280, 1080
Ds281, 1081
Na021, 1119
Na022, 1122
Na023, 1125
Na024, 1128
Na025, 1131
Na026, 1134
Rg280, 1180
Rg281, 1181
Rg282, 1182
Rg283, 1183
Mg022, 1219
Mg023, 1222
Mg024, 1225
Mg025, 1228
Mg026, 1231
Mg027, 1234
Mg028, 1237
Mg029, 1240
Cn283, 1283
Cn285, 1285
Al024, 1316
Al025, 1319
Al026, 1322
Al026m, 1323
Al027, 1325
Al028, 1328
Al029, 1331
Al030, 1334
Nh284, 1384
Nh285, 1385
Nh286, 1386
Nh287, 1387
Si026, 1419
Si027, 1422
Si028, 1425
Si029, 1428
Si030, 1431
Si031, 1434
Si032, 1437
Si033, 1440
Si034, 1443
Fl289, 1489
P029, 1519
P030, 1522
P031, 1525
P032, 1528
P033, 1531
P034, 1534
P035, 1537
P036, 1540
P037, 1543
Mc291, 1591
S030, 1619
S031, 1622
S032, 1625
S033, 1628
S034, 1631
S035, 1634
S036, 1637
S037, 1640
S038, 1643
S039, 1646
S040, 1649
S041, 1652
S042, 1655
Cl033, 1719
Cl034, 1722
Cl034m, 1723
Cl035, 1725
Cl036, 1728
Cl037, 1731
Cl038, 1734
Cl039, 1737
Cl040, 1740
Cl041, 1743
Cl042, 1746
Cl043, 1749
Ar035, 1822
Ar036, 1825
Ar037, 1828
Ar038, 1831
Ar039, 1834
Ar040, 1837
Ar041, 1840
Ar042, 1843
Ar043, 1846
Ar044, 1849
Ar045, 1852
Ar046, 1855
Ar047, 1858
K037, 1919
K038, 1922
K039, 1925
K040, 1928
K041, 1931
K042, 1934
K043, 1937
K044, 1940
K045, 1943
K046, 1946
K047, 1949
K048, 1952
K049, 1955
Ca040, 2025
Ca041, 2028
Ca042, 2031
Ca043, 2034
Ca044, 2037
Ca045, 2040
Ca046, 2043
Ca047, 2046
Ca048, 2049
Ca049, 2052
Ca050, 2055
Ca051, 2058
Ca052, 2061
Sc042m, 2117
Sc043, 2119
Sc044, 2122
Sc044m, 2123
Sc045, 2125
Sc046, 2128
Sc046m, 2129
Sc047, 2131
Sc048, 2134
Sc049, 2137
Sc050, 2140
