82-Pb-206(n,elastic) ENDF/B-VII.1
26626.3,9.28447
32147.8,9.11813
32181.8,9.22834
32193.2,9.11507
32211.2,9.1155
35193.8,9.06046
35897.3,9.22676
36018.5,9.61799
36077.1,10.3221
36100.6,10.9691
36122.1,12.0602
36136.7,13.3844
36148.9,15.2197
36158.7,17.5866
36166.6,20.5561
36173.2,24.2117
36179.5,29.2294
36185.3,36.0229
36190.5,44.174
36198.3,60.639
36204.9,74.3706
36208.3,78.2884
36210.4,78.9931
36213.1,77.7753
36218.2,70.1781
36229.5,46.3252
36235.4,37.0152
36241.3,30.3023
36247.9,25.049
36254.5,21.4295
36263.7,18.0474
36273.5,15.7708
36288.2,13.6842
36303.3,12.4089
36331.2,11.1332
36366.3,10.3578
36436.7,9.71699
36620.4,9.28245
37333.7,9.08389
37418.9,9.19419
37424.8,9.48708
37426.8,10.0791
37428.0,10.9232
37429.4,12.6123
37430.9,15.5456
37433.3,21.236
37434.5,22.8066
37435.0,22.9299
37436.0,22.2568
37437.3,19.8891
37439.8,14.0194
37441.1,11.7336
37442.1,10.6053
37443.7,9.73047
37445.7,9.31465
37455.9,9.09485
38968.8,9.01116
39016.8,9.11962
39022.9,9.58677
39030.5,9.04299
39037.1,9.00553
39064.9,9.00611
40634.6,8.95714
40644.8,9.05978
40647.3,9.51626
40649.2,10.4495
40652.9,13.0389
40654.1,13.3171
40655.7,12.8776
40659.4,10.2743
40661.5,9.44889
40664.1,9.12303
40718.2,8.97811
41897.9,8.94701
42054.1,9.04416
42059.8,9.28479
42061.8,9.68584
42063.7,10.606
42065.6,12.233
42068.2,14.9536
42069.8,15.7219
42069.9,15.7274
42071.2,15.316
42073.1,13.5472
42075.3,11.2243
42077.3,9.90239
42078.8,9.40029
42082.4,9.04259
42246.2,8.93395
46027.4,8.85679
46950.2,9.02994
47155.3,9.49371
47240.7,10.1543
47292.0,11.0541
47330.5,12.3907
47356.1,13.9809
47378.5,16.3019
47394.6,18.9199
47407.4,21.9711
47420.2,26.3251
47432.1,32.0681
47444.1,39.8588
47468.0,58.8741
47478.2,63.2582
47480.9,63.5182
47488.5,62.0
47500.1,54.9102
47520.2,39.4689
47534.5,31.1353
47547.3,25.8488
47563.3,21.3339
47579.3,18.3322
47601.8,15.63
47627.4,13.7432
47659.4,12.3238
47710.7,11.0837
47787.6,10.198
47941.4,9.5169
48334.5,9.08159
50898.0,8.81288
53376.0,8.74679
53801.3,8.86286
53843.6,9.09448
53863.7,9.56089
53873.1,10.2175
53878.1,10.98
53881.8,12.0622
53884.6,13.4958
53886.7,15.446
53888.3,17.7798
53889.9,21.2336
53891.5,26.335
53893.0,33.4328
53895.6,48.7118
53897.8,61.1392
53899.4,65.8228
53900.1,66.3557
53901.4,64.4745
53902.8,58.6768
53907.2,32.6585
53908.8,25.4918
53910.1,20.983
53911.5,17.7902
53913.1,15.3243
53915.0,13.3853
53917.9,11.7996
53920.7,10.9073
53926.6,9.95028
53932.6,9.50042
53947.0,9.05826
53990.8,8.7835
62744.4,8.23573
63893.0,7.98101
63932.5,8.08056
63938.2,8.39587
63940.9,9.07406
63943.1,10.248
63947.9,14.3669
63949.8,15.0903
63950.0,15.0957
63951.6,14.6602
63953.7,13.0269
63956.9,10.2437
63959.1,9.06801
63961.8,8.38759
63967.5,8.06793
64083.2,7.90121
64893.7,7.33383
65266.9,6.67958
65467.5,5.98056
65598.1,5.18854
65672.8,4.4946
65736.9,3.65075
65785.9,2.76973
65824.7,1.87813
65875.1,0.533967
65883.9,0.330101
65889.6,0.218048
65893.5,0.154495
65896.4,0.116861
65898.7,0.0935904
65900.9,0.0785239
65902.7,0.0707045
65904.3,0.0681977
65905.6,0.0694777
65907.0,0.0746789
65908.5,0.0841738
65910.0,0.098307
65911.8,0.123069
65913.8,0.159525
65915.9,0.21315
65918.3,0.28731
65920.9,0.39425
65923.5,0.529346
65926.4,0.717243
65929.6,0.976961
65933.0,1.3176
65936.9,1.82352
65941.1,2.51284
65945.2,3.35921
65949.9,4.57937
65955.0,6.2875
65960.7,8.68163
65967.0,12.037
65975.0,17.3055
65992.7,30.5039
66000.7,35.147
66007.7,37.6664
66017.1,38.8351
66027.3,37.9856
66076.3,27.4905
66100.8,23.7642
66133.4,20.4118
66174.3,17.758
66223.2,15.7726
66297.9,13.9753
66400.5,12.6174
66512.5,11.9598
66541.9,12.1729
66557.5,12.8127
66565.4,13.782
66570.5,15.2036
66573.9,17.1616
66576.5,19.7747
66578.5,23.1798
66580.5,28.3359
66582.7,35.8914
66587.1,55.0025
66589.1,60.3222
66590.1,61.0465
66591.8,59.1271
66593.6,53.1579
66598.4,32.3203
66600.4,25.6721
66602.2,21.5799
66604.2,18.4597
66606.3,16.4656
66609.3,14.6825
66612.6,13.6035
66619.3,12.4829
66631.5,11.6947
66659.1,11.1599
66809.6,10.5301
67288.0,9.80258
68475.4,9.20772
70144.2,8.90187
70227.7,9.0458
70246.8,9.43571
70255.9,10.1108
70260.9,11.0577
70264.0,12.2323
70266.5,13.8469
70268.8,16.0744
70270.9,19.3337
70274.0,25.4438
70277.0,31.8107
70279.2,34.6909
70280.2,35.1185
70282.2,34.148
70284.6,30.3854
70289.2,21.1336
70291.4,17.7893
70294.0,15.1458
70297.1,13.1355
70300.9,11.7942
70305.6,10.8791
70312.9,10.1742
70324.3,9.67894
70360.0,9.21622
70546.5,8.95952
77472.5,8.60388
78056.7,8.7322
78122.8,9.02362
78149.9,9.54698
78159.8,10.0363
78169.4,11.0278
78175.5,12.3369
78179.6,13.9924
78182.4,15.8108
78185.1,18.6758
78187.5,22.5589
78189.9,28.2367
78192.6,36.5796
78196.7,51.05
78198.6,55.3811
78200.2,56.7263
78201.9,55.4255
78204.2,49.7322
78209.8,29.7928
78212.1,23.7626
78214.1,19.7336
78216.5,16.5288
78219.3,14.1996
78222.0,12.7273
78226.2,11.3869
78230.6,10.5521
78239.7,9.66856
78256.2,9.05737
78293.7,8.70066
78618.8,8.54617
79920.1,8.52321
80277.0,8.63772
80315.2,8.93806
80327.6,9.3378
80335.7,10.0224
80340.7,11.0163
80343.8,12.2604
80346.4,14.0977
80348.5,16.4506
80350.6,19.8733
80353.4,26.1935
80356.9,34.5465
80358.8,37.3415
80360.0,37.8134
80362.0,36.4037
80364.5,31.4387
80368.9,20.898
80371.2,16.7673
80373.3,14.2715
80375.4,12.6315
80378.5,11.1782
80383.0,10.1197
80390.3,9.39269
80401.5,8.95967
80434.7,8.63625
80941.0,8.49321
82492.8,8.45923
82827.3,8.56162
82871.6,8.88165
82887.0,9.40794
82894.2,10.0795
82899.3,11.1244
82902.1,12.1641
82904.6,13.7704
82906.6,15.8267
82908.6,18.9307
82910.6,23.389
82913.1,30.8519
82916.8,42.3188
82919.0,46.3684
82920.0,46.8921
82922.1,44.9754
82924.4,38.8766
82928.8,25.0796
82930.8,20.1813
82932.8,16.6874
82934.8,14.3459
82937.3,12.5171
82939.3,11.5946
82943.0,10.581
82946.6,9.99714
82954.3,9.35483
82971.2,8.84347
83016.7,8.55372
84490.9,8.40264
85937.4,8.33179
86049.8,8.43904
86078.6,8.73996
86092.3,9.23539
86100.3,9.93582
86106.3,11.0196
86110.3,12.3436
86113.4,13.9289
86116.4,16.3069
86119.7,20.1512
86126.4,29.9694
86129.4,32.5759
86130.5,32.8498
86132.7,32.1765
86136.1,28.6529
86142.2,20.2594
86145.2,17.1861
86148.3,14.9996
86152.3,13.0941
86157.3,11.6793
86165.3,10.4806
86176.5,9.68872
86200.6,9.03876
86249.6,8.67111
86507.2,8.43179
87900.5,8.35555
88335.5,8.45503
88391.7,8.77227
88408.4,9.19389
88419.6,9.98236
88425.1,10.8654
88428.7,11.8954
88431.5,13.2678
88434.1,15.3867
88436.2,18.0982
88438.0,21.5874
88439.9,26.8184
88442.3,35.2339
88446.6,52.8682
88448.8,58.1163
88450.0,59.0272
88451.8,57.129
88453.7,51.6902
88459.1,30.0689
88461.2,23.6586
88463.0,19.5752
88465.1,16.3588
88467.2,14.2496
88469.8,12.584
88473.1,11.3203
88477.7,10.3486
88484.1,9.63091
88496.6,9.02048
88520.8,8.63599
88623.2,8.39666
88815.6,8.36631
89585.5,8.59189
89792.0,9.05367
89878.4,9.63285
89934.7,10.4523
89977.0,11.6746
90006.5,13.2608
90027.7,15.1667
90044.6,17.5623
90059.4,20.7629
90072.9,25.2052
90084.9,31.0199
90095.8,38.3962
90121.0,60.8639
90129.9,65.2041
90132.2,65.4411
90139.0,63.8323
90149.5,55.9786
90168.7,38.0553
90178.8,30.8817
90190.3,24.9959
90201.8,20.9057
90213.6,17.9866
90230.5,15.1859
90248.3,13.3046
90276.5,11.5308
90314.0,10.2711
90355.3,9.53585
90445.5,8.81277
90637.0,8.35032
92018.1,7.63716
92277.2,7.13484
92392.6,6.56506
92452.8,5.97847
92491.3,5.34571
92520.9,4.57287
92541.8,3.75187
92556.5,2.954
92568.7,2.09305
92585.7,0.671721
92588.5,0.473105
92590.4,0.367772
92592.0,0.304524
92593.0,0.278486
92594.0,0.268516
92594.3,0.268403
92595.2,0.278893
92596.2,0.307602
92597.0,0.350664
92598.0,0.426358
92598.9,0.526089
92600.0,0.681963
92601.1,0.886574
92602.3,1.17479
92603.7,1.57871
92605.2,2.16945
92606.8,2.98584
92608.5,4.09337
92610.5,5.5975
92613.0,8.01625
92616.8,12.5372
92622.5,19.5554
92626.7,23.4198
92630.2,25.2262
92633.6,25.7824
92638.4,25.1786
92657.2,19.5459
92671.8,16.642
92688.6,14.6422
92706.9,13.2866
92737.0,11.9762
92787.2,10.844
92870.8,9.97511
93046.4,9.26798
93489.4,8.75644
94542.8,8.49006
94687.6,8.59044
94722.4,8.95801
94732.1,9.40837
94737.2,9.94884
94740.9,10.735
94743.8,11.922
94746.2,13.6314
94748.5,16.2502
94750.8,20.1585
94754.1,28.0153
94757.1,34.755
94759.1,37.186
94760.0,37.4929
94762.1,36.0733
94764.2,32.1547
94769.0,20.7297
94771.2,16.6502
94773.5,13.882
94775.8,12.0909
94778.8,10.8049
94783.2,9.88246
94791.1,9.19228
94802.0,8.84165
94843.3,8.53825
96413.7,8.3363
100792.0,8.19651
101127.0,8.32161
101172.0,8.7163
101183.0,9.13668
101191.0,9.71421
101196.0,10.5753
101199.0,11.6075
101202.0,13.0125
101205.0,15.1883
101207.0,17.9209
101209.0,21.8966
101211.0,28.2678
101216.0,46.5486
101218.0,51.618
101220.0,52.8614
101222.0,51.4086
101224.0,45.5094
101229.0,27.5859
101232.0,21.5227
101234.0,17.6711
101236.0,15.0336
101238.0,12.9323
101241.0,11.4205
101245.0,10.4984
101249.0,9.78772
101257.0,9.13414
101265.0,8.81355
101289.0,8.44907
101386.0,8.21947
102972.0,8.10697
103318.0,8.27122
103397.0,8.62501
103433.0,9.07475
103457.0,9.6897
103473.0,10.3995
103490.0,11.5802
103502.0,13.0218
103514.0,15.2948
103525.0,18.2611
103536.0,23.077
103552.0,30.4922
103561.0,32.5543
103563.0,32.6457
103568.0,31.9838
103578.0,28.8065
103596.0,21.1287
103609.0,17.348
103621.0,14.9646
103638.0,12.9586
103658.0,11.4917
103674.0,10.7641
103707.0,9.89746
103772.0,9.12707
103913.0,8.60348
104377.0,8.28746
109667.0,8.08189
110847.0,8.22324
111002.0,8.56076
111054.0,9.01327
111083.0,9.64695
111104.0,10.6403
111115.0,11.6362
111125.0,13.0001
111132.0,14.7472
111139.0,17.1385
111144.0,20.2757
111150.0,24.6648
111155.0,31.1019
111165.0,46.0747
111169.0,50.1936
111171.0,50.5977
111175.0,48.4525
111181.0,41.108
111188.0,29.2691
111193.0,23.2195
111198.0,19.4021
111203.0,16.3382
111209.0,14.1554
111216.0,12.3027
111226.0,10.922
111238.0,9.91667
111251.0,9.28111
111280.0,8.63277
111332.0,8.24758
111538.0,8.02102
113826.0,7.97902
114346.0,8.07423
114368.0,8.27775
114373.0,8.55488
114376.0,9.00241
114380.0,9.89358
114383.0,11.5892
114387.0,13.7
114390.0,14.2957
114390.0,14.2964
114392.0,13.8607
114396.0,11.9666
114399.0,9.93488
114402.0,9.14541
114405.0,8.49492
114408.0,8.20858
114415.0,8.02207
114430.0,7.98681
114502.0,8.1844
114519.0,8.56316
114527.0,9.16806
114530.0,9.75549
114533.0,10.9326
114535.0,12.2582
114537.0,14.3302
114540.0,17.6584
114542.0,23.0901
114547.0,34.1568
114549.0,37.5032
114550.0,38.0065
114552.0,36.7505
114554.0,32.0574
114559.0,20.6426
114561.0,16.4676
114563.0,13.9421
114565.0,12.2106
114567.0,10.8927
114569.0,9.87431
114574.0,9.09974
114581.0,8.57936
114596.0,8.22642
114665.0,7.99924
115111.0,7.96081
115677.0,8.0644
115720.0,8.32481
115734.0,8.79057
115739.0,9.28156
115743.0,10.0862
115746.0,11.3961
115748.0,13.2788
115751.0,16.3292
115757.0,25.4533
115759.0,27.435
115760.0,27.6631
115762.0,26.5572
115765.0,23.4935
115769.0,15.7693
115772.0,13.0131
115774.0,11.2209
115776.0,9.99705
115779.0,9.11595
115783.0,8.49484
115795.0,8.09026
115845.0,7.92242
115889.0,7.91651
116392.0,7.92492
117589.0,7.91678
117930.0,8.02679
117955.0,8.27043
117965.0,8.70964
117971.0,9.44285
117974.0,10.5385
117976.0,11.7992
117978.0,13.7739
117980.0,16.6684
117983.0,21.9537
117986.0,30.319
117989.0,33.2286
117990.0,33.7399
117992.0,32.8968
117994.0,29.6706
117999.0,18.3632
118001.0,15.0352
118003.0,12.9998
118005.0,11.4593
118007.0,10.1884
118010.0,9.32145
118016.0,8.7137
118024.0,8.32898
118058.0,8.01813
119008.0,7.90562
119553.0,7.90321
122888.0,8.08056
123041.0,8.28224
123083.0,8.6942
123100.0,9.20252
123114.0,10.0148
123122.0,11.0346
123129.0,12.2654
123135.0,14.0951
123141.0,16.863
123149.0,22.073
123156.0,26.147
123161.0,27.7306
123162.0,27.7775
123167.0,26.7491
123176.0,21.6335
123184.0,17.4146
123192.0,14.7469
123201.0,12.8377
123212.0,11.4531
123225.0,10.5219
123242.0,9.84725
123272.0,9.29999
123348.0,8.88691
123441.0,8.7715
123743.0,9.10661
123978.0,9.92873
124114.0,10.9244
124227.0,12.4472
124295.0,13.9664
124363.0,16.3333
124420.0,19.4131
124465.0,23.0426
124515.0,28.7657
124573.0,38.0815
124629.0,47.0593
124659.0,49.2479
124665.0,49.3122
124689.0,48.2308
124731.0,42.4911
124803.0,29.9069
124850.0,23.8565
124896.0,19.7427
124941.0,16.8836
124998.0,14.4775
125066.0,12.6668
125133.0,11.6656
125160.0,11.5421
125187.0,11.8282
125203.0,12.5812
125213.0,13.5695
125220.0,15.191
125225.0,16.8538
125230.0,19.1864
125235.0,23.1662
125245.0,32.8539
125249.0,34.7677
125250.0,34.8976
125254.0,33.8175
125259.0,29.2452
125266.0,21.726
125271.0,18.2477
125277.0,15.5637
125283.0,13.6958
125293.0,12.1444
125302.0,11.2991
125316.0,10.606
125347.0,9.90134
125428.0,9.21511
125657.0,8.53024
126165.0,8.0368
127863.0,7.73315
138788.0,7.42314
139915.0,7.58869
140161.0,7.94471
140271.0,8.44358
140345.0,9.22449
140392.0,10.2546
140427.0,11.6756
140451.0,13.2485
140468.0,15.0101
140486.0,17.5754
140504.0,21.4054
140520.0,26.1808
140553.0,39.8437
140567.0,42.9221
140570.0,43.0877
140580.0,41.8587
140595.0,37.0284
140619.0,26.8178
140636.0,21.7115
140651.0,18.187
140670.0,15.3728
140692.0,13.1123
140722.0,11.3789
140757.0,10.2198
140793.0,9.60625
140832.0,9.35848
140866.0,9.59568
140885.0,10.1322
140899.0,11.0832
140910.0,12.4406
140917.0,14.0182
140922.0,15.8535
140928.0,18.6031
140933.0,22.6911
140939.0,29.9455
140946.0,37.5623
140950.0,40.0783
140951.0,40.174
140954.0,39.4563
140958.0,35.9836
140969.0,23.0676
140973.0,18.881
140978.0,15.8024
140984.0,13.4314
140991.0,11.5821
140998.0,10.4591
141008.0,9.46754
141022.0,8.78547
141042.0,8.25966
141074.0,7.89219
141175.0,7.53291
141709.0,7.24436
142255.0,7.08028
142291.0,7.20229
142301.0,7.4676
142308.0,7.92795
142312.0,8.73338
142316.0,10.0443
142319.0,11.7071
142327.0,17.6191
142330.0,18.8792
142331.0,18.9922
142334.0,18.4454
142338.0,16.1967
142344.0,12.5862
142347.0,10.8381
142352.0,9.57762
142358.0,8.7206
142368.0,8.11415
142388.0,7.65714
142435.0,7.38349
142792.0,7.15512
144618.0,6.65778
144674.0,6.63819
144706.0,6.75208
144712.0,7.08398
144716.0,7.67371
144718.0,8.54435
144721.0,10.1129
144727.0,14.5806
144729.0,15.5074
144730.0,15.5622
144732.0,15.0367
144736.0,12.9579
144740.0,9.93789
144742.0,8.54916
144745.0,7.69433
144748.0,7.17519
144751.0,6.94337
144765.0,6.70054
145041.0,6.38436
145476.0,5.80348
145721.0,5.13126
145857.0,4.48376
145959.0,3.73485
146027.0,3.02359
146083.0,2.24401
146138.0,1.32317
146173.0,0.710007
146188.0,0.495047
146197.0,0.392066
146203.0,0.341258
146208.0,0.315214
146213.0,0.305875
146217.0,0.31246
146222.0,0.338528
146227.0,0.387488
146232.0,0.462859
146237.0,0.577203
146242.0,0.743102
146247.0,0.96071
146254.0,1.27586
146260.0,1.72432
146268.0,2.35148
146277.0,3.29138
146287.0,4.65182
146300.0,6.84
146335.0,13.1696
146353.0,15.5787
146372.0,17.0736
146397.0,17.6288
146446.0,16.6096
146537.0,14.0809
146627.0,12.4682
146763.0,11.1065
146962.0,10.0989
147298.0,9.34817
147896.0,8.95544
147986.0,8.94736
148584.0,9.2488
148973.0,10.0085
149213.0,11.0425
149392.0,12.4663
149542.0,14.515
149661.0,17.2073
149751.0,20.2532
149847.0,24.9308
149954.0,32.2719
150074.0,40.7162
150131.0,42.6284
150146.0,42.737
150194.0,41.8856
150266.0,37.8813
150426.0,26.2527
150514.0,21.4779
150604.0,17.9948
150678.0,15.9334
150686.0,16.3058
150691.0,17.7457
150699.0,20.7881
150701.0,21.0257
150705.0,20.1385
150713.0,17.0225
150719.0,15.8416
150733.0,15.1099
150801.0,13.7401
150915.0,12.3621
150989.0,11.9747
151022.0,12.2667
151039.0,12.9644
151050.0,14.0178
151057.0,15.4555
151064.0,17.6695
151068.0,20.2876
151072.0,24.092
151076.0,29.3373
151085.0,45.6601
151088.0,49.3388
151090.0,49.9988
151094.0,48.0777
151098.0,41.5484
151105.0,29.1482
151109.0,23.4071
151113.0,19.5596
151118.0,16.8036
151124.0,14.7769
151131.0,13.3929
151141.0,12.3651
151156.0,11.5391
151179.0,10.9225
151241.0,10.2566
151450.0,9.38967
151868.0,8.61121
152098.0,8.3709
152106.0,8.54591
152111.0,9.15895
152118.0,10.5207
152120.0,10.6093
152124.0,10.255
152131.0,8.89133
152135.0,8.50566
152150.0,8.34288
153462.0,7.66379
153488.0,7.77949
153497.0,8.07863
153502.0,8.67692
153506.0,9.68159
153509.0,11.1023
153518.0,16.279
153521.0,17.1877
153521.0,17.213
153524.0,16.8683
153528.0,14.8186
153534.0,11.8028
153538.0,10.2518
153542.0,9.49733
153550.0,8.81103
153564.0,8.32188
153598.0,8.01241
153826.0,7.76472
157651.0,7.38171
159370.0,7.30124
159843.0,7.44476
159949.0,7.73213
159996.0,8.08148
160037.0,8.72748
160063.0,9.53141
160084.0,10.7385
160101.0,12.4214
160114.0,14.4674
160125.0,17.2078
160136.0,21.1287
160147.0,26.6053
160162.0,35.3321
160171.0,38.5673
160175.0,38.9724
160183.0,37.4516
160196.0,31.2043
160210.0,23.7211
160221.0,19.4078
160232.0,16.5357
160242.0,14.5125
160255.0,12.8276
160272.0,11.3567
160298.0,10.0541
160323.0,9.30163
160374.0,8.51183
160456.0,7.97919
160646.0,7.58482
161472.0,7.32326
161549.0,7.31649
161573.0,7.41301
161579.0,7.84014
161588.0,9.38889
161590.0,9.47445
161594.0,9.14607
161601.0,7.80707
161607.0,7.39319
161957.0,7.28319
171610.0,6.95019
172385.0,7.09724
172528.0,7.39368
172601.0,7.88457
172647.0,8.6468
172674.0,9.57989
172692.0,10.6462
172706.0,11.8782
172721.0,13.9341
172733.0,16.5735
172745.0,20.416
172758.0,26.1278
172774.0,33.972
172783.0,36.2066
172785.0,36.333
172792.0,35.5955
172803.0,31.4578
172821.0,22.5199
172834.0,18.1552
172845.0,15.3507
172857.0,13.4146
172870.0,11.822
172889.0,10.4529
172912.0,9.41502
172948.0,8.50743
172999.0,7.89494
173087.0,7.45712
173292.0,7.18615
173362.0,7.17721
173536.0,7.39958
173584.0,7.66417
173623.0,8.165
173650.0,8.93886
173668.0,9.92724
173680.0,11.0456
173688.0,12.3265
173697.0,14.2412
173706.0,17.1635
173714.0,21.0981
173732.0,32.7035
173737.0,34.452
173740.0,34.7884
173746.0,33.5259
173755.0,28.3679
173766.0,20.9356
173774.0,16.939
173783.0,14.1725
173793.0,11.9959
173805.0,10.4785
173823.0,9.1943
173847.0,8.3234
173882.0,7.71608
173953.0,7.26772
174167.0,6.98211
175734.0,6.80987
175883.0,6.91079
175913.0,7.20045
175925.0,7.62178
175933.0,8.26002
175938.0,9.17832
175941.0,10.255
175944.0,11.9452
175948.0,14.4368
175957.0,23.3223
175960.0,25.1558
175961.0,25.2828
175963.0,24.8392
175967.0,22.2462
175975.0,14.6983
175978.0,12.3439
175981.0,10.7314
175986.0,9.48091
175991.0,8.63497
175999.0,7.95187
176013.0,7.44782
176051.0,7.05831
176213.0,6.85619
180707.0,6.62877
181062.0,6.7362
181112.0,6.88694
181149.0,7.24356
181169.0,7.75049
181183.0,8.51819
181194.0,9.68746
181200.0,11.1073
181206.0,13.0582
181211.0,15.4251
181216.0,19.3209
181226.0,27.9962
181231.0,29.8776
181232.0,30.0468
181236.0,29.2369
181240.0,26.6213
181250.0,18.3406
181255.0,15.1359
181260.0,12.7839
181266.0,11.0025
181273.0,9.74321
181283.0,8.66426
181293.0,8.06179
181315.0,7.42395
181351.0,7.02996
181448.0,6.74343
182281.0,6.57069
187030.0,6.34924
187890.0,6.4963
188170.0,6.83955
188305.0,7.30539
188405.0,8.05699
188467.0,8.95245
188517.0,10.1696
188561.0,11.9285
188592.0,13.8698
188624.0,16.7163
188655.0,20.8216
188721.0,32.1935
188742.0,33.8417
188746.0,33.8992
188762.0,33.2463
188792.0,29.1442
188840.0,21.0493
188873.0,17.025
188905.0,14.268
188943.0,12.1209
188980.0,10.6957
189030.0,9.45914
189105.0,8.3701
189205.0,7.59323
189380.0,6.95395
189730.0,6.47464
190291.0,6.2064
190434.0,6.31268
190510.0,6.69922
190546.0,7.25566
190570.0,8.01206
190588.0,8.9995
190604.0,10.2985
190618.0,12.0907
190638.0,15.7807
190655.0,18.7222
190668.0,19.6147
190680.0,18.9548
190721.0,13.297
190742.0,11.2438
190766.0,9.82804
190796.0,8.74987
190844.0,7.84534
190922.0,7.1951
191068.0,6.73132
191437.0,6.38901
193330.0,6.01704
196548.0,5.52139
196676.0,5.49486
196776.0,5.60683
196816.0,5.88229
196840.0,6.3274
196856.0,6.93406
196868.0,7.72705
196878.0,8.72337
196887.0,10.2442
196898.0,12.7343
196915.0,16.997
196923.0,18.1428
196926.0,18.2328
196932.0,17.8937
196946.0,15.4265
196963.0,12.1452
196975.0,10.5605
196991.0,9.18348
197011.0,8.16203
197035.0,7.45785
197069.0,6.91279
197138.0,6.40308
197292.0,6.03377
197604.0,5.88205
197928.0,6.04052
198091.0,6.42708
198172.0,6.89663
198240.0,7.68381
198287.0,8.73423
198321.0,10.019
